"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0045824","GO:0045824","negative regulation of innate immune response",8,0.659364313411174,1.70299926261832,0.00969163944455024,0.0470771124316456,0.0340579744750508,155,"tags=88%, list=30%, signal=62%","Ptpn6/Mmp12/Arg1/Grn/Pim1/Parp14/H2-T23"
"GO:0050829","GO:0050829","defense response to Gram-negative bacterium",5,0.750910760133635,1.65393326504128,0.0098106025057013,0.0474419577052663,0.0343219220787693,21,"tags=60%, list=4%, signal=58%","Mpeg1/Trem2/Lyz2"
"GO:0050869","GO:0050869","negative regulation of B cell activation",6,0.727626459143969,1.69660446503548,0.00983582816835215,0.0474476503084567,0.0343260403970802,146,"tags=100%, list=28%, signal=73%","Fcgr2b/Tyrobp/Laptm5/Inpp5d/Lyn/Samsn1"
"GO:0009888","GO:0009888","tissue development",92,0.370301969040552,1.54956340906583,0.0100985279176578,0.0484778481302646,0.035071337831589,287,"tags=80%, list=55%, signal=44%","Sprr1a/Atf3/Lcn2/Socs3/Ptprc/C3ar1/Mmp12/Creb5/Il1b/Cdkn1a/Runx1/Sox11/Csf1r/Bmp2k/Tgfbi/C3/Tcf7l2/Ctsz/Trps1/Sulf1/Jun/Svil/Msn/Sbno2/Pim1/Vim/Itgb5/Srgn/Ctsh/Pbxip1/Spp1/Adamts5/Sdc4/Mmp14/Tnfrsf1a/Ctsb/Cebpb/Stat1/Tagln2/Arid5a/Txnip/Dab2/Notch2/Zfp36/Kdr/Zfp36l1/Rap1b/Myh9/Pdpn/Ecm1/Tgfbr2/Vcam1/Nras/Maf/Tgm2/Mafb/Fgf2/Iqgap1/Ly6e/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Cfh/Tpt1/Cflar/Pcdh15/Sdcbp/Vasp/Dbi/Sh3pxd2b/Rab13/Podxl"
"GO:0009966","GO:0009966","regulation of signal transduction",151,0.335425476958785,1.44671208677265,0.0100884394781796,0.0484778481302646,0.035071337831589,280,"tags=69%, list=54%, signal=45%","S100a8/Atf3/Cyth4/Il10ra/S100a9/Socs3/Trem2/Ptprc/Ccr2/Fcgr2b/Ptpn6/Mmp12/Cd74/Vav1/Tnfrsf12a/Ly86/Vsir/Laptm5/Ctss/Nckap1l/Arg1/Il1b/Dock8/Abca1/Irf7/Ctsc/Runx1/Sox11/Csf1r/Pik3ap1/Apoe/Bmp2k/C3/Tcf7l2/Dock2/Inpp5d/Cyba/Arhgap45/Trps1/Lyn/Cx3cr1/Rassf2/Pros1/Dock10/Sulf1/Rnf213/Ctsd/Jun/Plek/Samsn1/Mertk/Pim1/Parp14/Mdfic/Adam17/Ctsh/Igfbp3/Pbxip1/Stat3/Mmp14/Tnfrsf1a/Lgmn/Hmox1/Stat1/S100a4/Axl/Litaf/Il10rb/Lgals3/Dusp16/Cyfip1/Dab2/Notch2/Kdr/Rap1b/Mcl1/Myh9/P2rx4/Arhgdib/Ecm1/Trim56/Tgfbr2/Arhgap17/Adcyap1/Clu/Nfkbia/Tgm2/Fgf2/Kctd12/Iqgap1/Trim25/Arhgef2/Cd63/Timp2/Gpnmb/Igfbp5/Fn1/Myo9b/Tpt1/Cflar/Ddit3/Gadd45a/Sdcbp/Map4k4"
"GO:0097191","GO:0097191","extrinsic apoptotic signaling pathway",14,0.56596979636727,1.69144723105681,0.0102603564448696,0.0491351535575914,0.0355468659663851,218,"tags=93%, list=42%, signal=55%","Atf3/Lcn2/Bcl2a1b/Ptprc/Tnfrsf12a/Il1b/Tcf7l2/Trps1/Tnfrsf1a/Hmox1/Lgals3/Dab2/Mcl1"
"GO:0035418","GO:0035418","protein localization to synapse",8,-0.5859375,-1.98242472899597,0.010416204404134,0.0494945211028758,0.0358068507031769,221,"tags=100%, list=42%, signal=58%","Mapk10/Shank1/Map1a/Snap47/Grin2a/Nptx1/Cplx1"
"GO:1902414","GO:1902414","protein localization to cell junction",8,-0.5859375,-1.98242472899597,0.010416204404134,0.0494945211028758,0.0358068507031769,221,"tags=100%, list=42%, signal=58%","Mapk10/Shank1/Map1a/Snap47/Grin2a/Nptx1/Cplx1"
"GO:0031338","GO:0031338","regulation of vesicle fusion",7,-0.61461427979414,-1.92115398436435,0.0104059431506212,0.0494945211028758,0.0358068507031769,118,"tags=86%, list=23%, signal=67%","Cplx2/Rims1/Rab3a/Rph3a/Vamp1/Cplx1"
"GO:0052548","GO:0052548","regulation of endopeptidase activity",14,0.563946787060918,1.68540130155387,0.010435742918802,0.0494945211028758,0.0358068507031769,189,"tags=79%, list=36%, signal=51%","S100a8/S100a9/Vsir/Laptm5/Serpina3n/Lyn/Ctsd/Stat3/Psmb8/Lgmn/Stat1"
