"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",7,0.808966861598441,2.00665659482525,0.000255907532168841,0.00282070145792807,0.00204063871579505,105,"tags=100%, list=20%, signal=81%","Ptprc/Fcgr2b/Ptpn6/Vsir/Nckap1l/Arg1/Il4ra"
"GO:0016477","GO:0016477","cell migration",103,0.417262545502034,1.75837812306996,0.000267115668817435,0.00292788452542666,0.00211818039132422,287,"tags=82%, list=55%, signal=46%","S100a8/Lcn2/Saa3/S100a9/Ccr5/Trem2/Ptprc/Ccr2/C3ar1/Fcer1g/Lcp1/Csf3r/Myo1f/Mmp12/Cd74/Vav1/Tnfrsf12a/Aif1/Vsir/Fcgr3/Itgam/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Apoe/Grn/Dock2/Prex1/Lyn/Cx3cr1/Bst2/Dock10/Sulf1/Anxa3/Jun/Msn/Mertk/Vim/Itgb5/Adam17/Ctsh/Igfbp3/Pbxip1/Spp1/Stat3/Sdc4/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Axl/Tspo/Lgals3/Dab2/Kdr/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Spata13/Tgfbr2/Vcam1/Cd9/Fgf2/Iqgap1/Arhgef2/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Myo9b/Plekho1/Ddit3/Gadd45a/Sdcbp/Map4k4/Sdc3/Rab13/Podxl"
"GO:0008219","GO:0008219","cell death",107,0.414718146833641,1.75013467954483,0.000271953864476186,0.00294815920116217,0.00213284812162931,221,"tags=63%, list=42%, signal=45%","S100a8/Atf3/Lcn2/S100a9/Ccr5/Trem2/Bcl2a1b/Ptprc/Fcgr2b/Fcer1g/Cd74/Tnfrsf12a/Ifi204/Aif1/Laptm5/Ctss/Ifi27l2a/Itgam/Nckap1l/Arg1/Il1b/Dock8/Irf5/Ctsc/Cdkn1a/Csf1r/Apoe/Grn/Tcf7l2/Inpp5d/Trps1/Lyn/Cx3cr1/Rassf2/Sulf1/Ifit2/Ctsd/Jun/Mertk/Pim1/Srgn/Adam17/Ctsh/Igfbp3/Spp1/Tnfrsf1a/Ctsb/Lgmn/Cebpb/Coro1a/Hmox1/Tnfaip8/Ucp2/Axl/Tspo/Cd38/Txnip/Lgals3/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Mcl1/P2rx4/Pdpn"
"GO:0012501","GO:0012501","programmed cell death",107,0.414718146833641,1.75013467954483,0.000271953864476186,0.00294815920116217,0.00213284812162931,221,"tags=63%, list=42%, signal=45%","S100a8/Atf3/Lcn2/S100a9/Ccr5/Trem2/Bcl2a1b/Ptprc/Fcgr2b/Fcer1g/Cd74/Tnfrsf12a/Ifi204/Aif1/Laptm5/Ctss/Ifi27l2a/Itgam/Nckap1l/Arg1/Il1b/Dock8/Irf5/Ctsc/Cdkn1a/Csf1r/Apoe/Grn/Tcf7l2/Inpp5d/Trps1/Lyn/Cx3cr1/Rassf2/Sulf1/Ifit2/Ctsd/Jun/Mertk/Pim1/Srgn/Adam17/Ctsh/Igfbp3/Spp1/Tnfrsf1a/Ctsb/Lgmn/Cebpb/Coro1a/Hmox1/Tnfaip8/Ucp2/Axl/Tspo/Cd38/Txnip/Lgals3/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Mcl1/P2rx4/Pdpn"
"GO:0044249","GO:0044249","cellular biosynthetic process",207,0.374946810991254,1.62672324815656,0.000284809368655593,0.00307064964129774,0.00222146392808159,252,"tags=62%, list=48%, signal=53%","Ecel1/Apoc2/Atf3/Lcn2/S100a9/Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/C3ar1/Fcer1g/Cybb/Ptpn6/Mmp12/Cd74/Ifi204/Pld4/Aif1/Vsir/Tyrobp/Ncf1/Fcgr3/Creb5/Laptm5/Ctss/Nckap1l/Arg1/Unc93b1/Il1b/Crym/Abca1/Tbxas1/Irf5/Irf7/Slfn2/Cdkn1a/Runx1/Sox11/Csf1r/Apoe/Grn/C3/Tcf7l2/Inpp5d/F13a1/Cyba/B2m/Il4ra/Cebpd/Apobec1/Fli1/Lpcat2/Gfap/Ctsz/Trps1/Lyn/Cx3cr1/Bst2/Sulf1/Anxa3/Jun/Msn/Plek/Zfp710/Sbno2/Mertk/Pim1/Vim/Parp14/H2-T23/Mdfic/Srgn/Adam17/Ctsh/Pbxip1/Trf/Spp1/Stat3/Npc2/Slc1a3/Hexa/Mmp14/Tnfrsf1a/Rbp1/Irf9/Lgmn/Cebpb/Hmox1/Stat1/Tnfaip8/Axl/Arid5a/Litaf/Tspo/Ptbp3/Cd38/Txnip/Lgals3/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Myh9/Tapbp/Ecm1/Trim56/Tgfbr2/Camk1/Arap1/Nras/Maf/Patl2/Adcyap1/Vsx2/Clu/Ccnd3/Nfkbia/Pou2f2/Tgm2/Mafb/Tsc22d4/Fgf2/Iqgap1/Trim25"
"GO:0048871","GO:0048871","multicellular organismal-level homeostasis",53,0.477536814878729,1.90673313862163,0.000288265094058897,0.00308913770694845,0.00223483913389821,216,"tags=74%, list=42%, signal=48%","Lcn2/Il10ra/Pirb/Ccr5/Ccr2/Fcgr2b/Fcer1g/Cd74/Ctss/Itgam/Nckap1l/Il1b/Csf1r/Apoe/Inpp5d/B2m/Il4ra/Lyn/Cx3cr1/Rassf2/Dock10/Mertk/Adam17/Ctsh/Trf/Spp1/Stat3/Adamts5/Cebpb/Coro1a/Hmox1/Stat1/Ucp2/Axl/Ptbp3/Cd38/Zfp36/Kdr/Zfp36l1"
"GO:0042221","GO:0042221","response to chemical",192,0.373735202423568,1.62662669861658,0.000289655588335258,0.00308913770694845,0.00223483913389821,220,"tags=55%, list=42%, signal=50%","S100a8/Lcn2/Saa3/Il10ra/S100a9/Pirb/Ccr5/Socs3/Trem2/Ptprc/Ccr2/Fcgr2b/C3ar1/Fcer1g/Cybb/Hp/Ptpn6/Csf3r/Mmp12/Cd74/Vav1/Ifi204/Cd68/Aif1/Ly86/Fcgr3/Laptm5/Itgam/Nckap1l/Arg1/Ccl6/Il1b/Oasl2/Dock8/Abca1/Tbxas1/Irf5/Irf7/Runx1/Csf1r/Apoe/Grn/Tcf7l2/Dock2/B2m/Il4ra/Cp/Apobec1/Prex1/Gbp3/Mt2/Osmr/Serpina3n/Lyn/Cx3cr1/Bst2/Anxa3/Ifit1/Ifit2/Ctsd/Jun/Msn/Sbno2/Selenop/Pim1/Vim/Edem1/Parp14/Adam17/Ctsh/Ifitm3/Trf/Spp1/Stat3/Slc1a3/Mmp14/Tnfrsf1a/Rbp1/Ctsb/Lgmn/Cebpb/Coro1a/Hmox1/Stat1/Ucp2/S100a4/Mrc1/Axl/Arid5a/Litaf/Tspo/Cd38/Txnip/Il10rb/Lgals3/Rab31/Cyfip1/Dab2/Zfp36/Pnp/Kdr/Zfp36l1/Rap1b/Mcl1/Myh9/P2rx4"
"GO:0032635","GO:0032635","interleukin-6 production",21,0.608522607087713,2.0322731705517,0.00029694743626612,0.00313303364573826,0.00226659568576897,102,"tags=62%, list=20%, signal=52%","Ccr5/Trem2/Fcer1g/Ptpn6/Cd74/Aif1/Tyrobp/Laptm5/Nckap1l/Unc93b1/Il1b/Inpp5d/Cyba"
"GO:0032675","GO:0032675","regulation of interleukin-6 production",21,0.608522607087713,2.0322731705517,0.00029694743626612,0.00313303364573826,0.00226659568576897,102,"tags=62%, list=20%, signal=52%","Ccr5/Trem2/Fcer1g/Ptpn6/Cd74/Aif1/Tyrobp/Laptm5/Nckap1l/Unc93b1/Il1b/Inpp5d/Cyba"
"GO:0042981","GO:0042981","regulation of apoptotic process",89,0.425684544846747,1.77919025214796,0.000303643471379403,0.00318664132463597,0.00230537820375404,221,"tags=65%, list=42%, signal=45%","S100a8/Atf3/Lcn2/S100a9/Ccr5/Trem2/Bcl2a1b/Ptprc/Fcgr2b/Fcer1g/Cd74/Tnfrsf12a/Aif1/Ctss/Nckap1l/Il1b/Dock8/Irf5/Ctsc/Cdkn1a/Csf1r/Apoe/Grn/Tcf7l2/Inpp5d/Trps1/Lyn/Cx3cr1/Rassf2/Ifit2/Ctsd/Jun/Mertk/Pim1/Adam17/Ctsh/Igfbp3/Spp1/Tnfrsf1a/Lgmn/Cebpb/Coro1a/Hmox1/Tnfaip8/Ucp2/Axl/Tspo/Cd38/Txnip/Lgals3/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Mcl1/Pdpn"
"GO:0051716","GO:0051716","cellular response to stimulus",288,0.367061791670194,1.60276469742557,0.000307593650115447,0.00321101731046443,0.00232301303011165,269,"tags=61%, list=52%, signal=66%","S100a8/Ecel1/Atf3/Lcn2/Saa3/Cyth4/Il10ra/S100a9/Pirb/Ccr5/Socs3/Trem2/Bcl2a1b/Arhgap30/Ptprc/Ccr2/Fcgr2b/C3ar1/Fcer1g/Lcp1/Cybb/Hp/Ptpn6/Ms4a6c/Csf3r/Ms4a6d/Mmp12/Cd74/Vav1/Tnfrsf12a/Ifi204/Cd68/Aif1/Ly86/Adgre1/Ms4a7/Vsir/Tyrobp/Fcgr3/Laptm5/Ctss/Ifi27l2a/Itgam/Nckap1l/Arg1/Unc93b1/Fcgr1/Ccl6/Il1b/Oasl2/Dock8/Arhgap15/Apbb1ip/Abca1/Irf5/Irf7/Ctsc/Cdkn1a/Runx1/Sox11/Csf1r/Pik3ap1/Apoe/Bmp2k/Grn/C3/Tcf7l2/Dock2/Inpp5d/Cyba/B2m/Arhgap45/Il4ra/Cp/Prex1/Gbp3/Rnase4/Mt2/Osmr/Gfap/Trps1/Lyn/Cx3cr1/Rassf2/Pros1/Dock10/Sulf1/Rnf213/Ctsd/Jun/Msn/Plek/Sbno2/Samsn1/Mertk/Pim1/Vim/Edem1/Parp14/Mdfic/Itgb5/Srgn/Adam17/Ctsh/Igfbp3/Ifitm3/Pbxip1/Trf/Spp1/Stat3/Slc1a3/Mmp14/Tnfrsf1a/Ctsb/Lgmn/Cebpb/Coro1a/Hmox1/Stat1/Ucp2/S100a4/Mrc1/Axl/Arid5a/Litaf/Tspo/Cd38/Txnip/Il10rb/Lgals3/Dusp16/Rab31/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Zfp36l1/Rap1b/Mcl1/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Trim56/Spata13/Tgfbr2/Camk1/Arap1/Vcam1/Nras/Arhgap17/Adcyap1/Cd9/Clu/Ccnd3/Nfkbia/Tgm2/Fgf2/Kctd12/Iqgap1/Trim25/Shisa5/Ly6e/Arhgef2/Cd63/Mt1/Timp2/Efemp1/Gpnmb/Igfbp5/Fn1/Cfh/Myo9b/Tpt1"
"GO:0050433","GO:0050433","regulation of catecholamine secretion",7,-0.766187161113206,-2.3949386887569,0.000312277906022717,0.00324275951885695,0.00234597695604878,75,"tags=86%, list=14%, signal=74%","Cartpt/Rab3a/Pcp4/Sncg/Kcna2/Chrna6"
"GO:0002821","GO:0002821","positive regulation of adaptive immune response",16,0.638135476738011,1.99793656852018,0.000330657064309655,0.00341563553865419,0.00247104425022812,103,"tags=69%, list=20%, signal=57%","Trem2/Ptprc/Ccr2/Fcer1g/Cd74/Fcgr3/Fcgr1/Il1b/C3/H2-K1/B2m"
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway",19,0.619339177846218,2.01664095501759,0.000344408550073336,0.00353915661090985,0.00256040566830835,120,"tags=68%, list=23%, signal=55%","Trem2/Ptprc/C3ar1/Fcer1g/Ptpn6/Tyrobp/Laptm5/Itgam/Nckap1l/Pik3ap1/C3/Cyba/Lyn"
"GO:0016082","GO:0016082","synaptic vesicle priming",7,-0.758284600389864,-2.37023695871344,0.000357245025621064,0.00363321873995031,0.00262845499046209,132,"tags=100%, list=25%, signal=76%","Rims1/Rab3a/Snap25/Rims3/Rph3a/Vamp1"
"GO:0015872","GO:0015872","dopamine transport",7,-0.758052579032609,-2.3695117091226,0.000357245025621064,0.00363321873995031,0.00262845499046209,69,"tags=86%, list=13%, signal=75%","Rab3a/Pcp4/Nat8l/Sncg/Kcna2/Chrna6"
"GO:0042391","GO:0042391","regulation of membrane potential",43,-0.291588291286586,-2.37994730131374,0.000370048436318034,0.00374413110182298,0.00270869462697573,221,"tags=77%, list=42%, signal=48%","Mapt/Kcnh7/Calm2/Kcnn2/Atp1a3/Shtn1/Kctd16/Ntrk3/Shank1/Kcnc2/Kcnq2/Cux2/Fgf14/Gabrg2/Atp1b1/Scn8a/Rims1/Scn2a/Kcnc1/Kcnb2/Grin2a/Cacnb4/Fgf12/Bnip3/Scn2b/Gria3/Gabra2/Rims3/Kcnd2/Scn1a/Kcna2/Chrnb3/Chrna6"
"GO:0001774","GO:0001774","microglial cell activation",11,0.708288493014226,2.00642899537896,0.000381052025437927,0.00380298071810922,0.00275126942873855,136,"tags=91%, list=26%, signal=69%","Trem2/C1qa/Aif1/Tyrobp/Itgam/Ctsc/Csf1r/Grn/Cx3cr1/Jun"
"GO:0002269","GO:0002269","leukocyte activation involved in inflammatory response",11,0.708288493014226,2.00642899537896,0.000381052025437927,0.00380298071810922,0.00275126942873855,136,"tags=91%, list=26%, signal=69%","Trem2/C1qa/Aif1/Tyrobp/Itgam/Ctsc/Csf1r/Grn/Cx3cr1/Jun"
"GO:2000026","GO:2000026","regulation of multicellular organismal development",105,0.413056435803043,1.74361478638544,0.000381647330048467,0.00380298071810922,0.00275126942873855,249,"tags=71%, list=48%, signal=47%","Ccr5/Trem2/Ptprc/Ccr2/C3ar1/H2-Aa/Cybb/Ptpn6/Csf3r/Cd74/Tnfrsf12a/C1qc/Vsir/Tyrobp/Itgam/Nckap1l/Il1b/Stab1/Ctsc/Runx1/Sox11/Csf1r/Apoe/Bmp2k/Grn/C3/Tcf7l2/Inpp5d/B2m/Il4ra/Gfap/Trps1/Lyn/Cx3cr1/Rassf2/Sulf1/Anxa3/Jun/Tmem176a/Pim1/Vim/Srgn/Ctsh/Zcchc24/Trf/Stat3/Mmp14/Tnfrsf1a/Rbp1/Adamts1/Cebpb/Hmox1/Stat1/Axl/Tspo/Lgals3/Ctla2a/Cyfip1/Notch2/Zfp36/Metrn/Pnp/Kdr/Zfp36l1/Ecm1/Tmem176b/Tgfbr2/Nras/Maf/Adcyap1/Vsx2/Nfkbia/Tgm2/Mafb/Fgf2"
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity",7,0.798042076774745,1.97955747302662,0.000402658068117397,0.0039921827557569,0.00288814779353182,68,"tags=86%, list=13%, signal=76%","Ptprc/Fcgr2b/Ptpn6/Vsir/Nckap1l/Arg1"
"GO:0002700","GO:0002700","regulation of production of molecular mediator of immune response",20,0.600485180709936,1.9863846577346,0.00042999658052638,0.00424191626689274,0.00306881770101985,197,"tags=90%, list=38%, signal=58%","Ptprc/Ccr2/Fcgr2b/Fcer1g/Cd74/Vsir/Laptm5/Arg1/Il1b/Irf5/B2m/Il4ra/Bst2/H2-T23/Hmox1/Axl/Arid5a/Litaf"
"GO:0030098","GO:0030098","lymphocyte differentiation",32,0.532834531811126,1.93761182238753,0.000448473579294456,0.00440218095496498,0.00318476131722064,216,"tags=84%, list=42%, signal=53%","Ptprc/Ccr2/Fcer1g/H2-Aa/Ptpn6/Cd74/Vav1/Vsir/Laptm5/Nckap1l/Il1b/Runx1/Dock2/Inpp5d/B2m/Il4ra/Prex1/Dock10/Mertk/Adam17/Stat3/Mmp14/Axl/Ctla2a/Notch2/Pnp/Zfp36l1"
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway",11,0.703499594651106,1.99286307608696,0.000464492726083378,0.00451450319488918,0.00326602093113332,43,"tags=45%, list=8%, signal=43%","S100a8/S100a9/Trem2/Fcgr2b/Cd74"
"GO:0009058","GO:0009058","biosynthetic process",216,0.363147099647639,1.57979872997811,0.000462527351907379,0.00451450319488918,0.00326602093113332,252,"tags=61%, list=48%, signal=54%","Ecel1/Apoc2/Atf3/Lcn2/S100a9/Ccr5/Trem2/Ptprc/Ccr2/Fcgr2b/C3ar1/Fcer1g/Cybb/Ptpn6/Mmp12/Cd74/Ifi204/Pld4/Aif1/Vsir/Tyrobp/Ncf1/Fcgr3/Creb5/Laptm5/Ctss/Nckap1l/Arg1/Unc93b1/Il1b/Oasl2/Crym/Abca1/Tbxas1/Irf5/Irf7/Slfn2/Cdkn1a/Runx1/Sox11/Csf1r/Apoe/Grn/C3/Tcf7l2/Inpp5d/F13a1/Cyba/B2m/Il4ra/Cebpd/Apobec1/Fli1/Lpcat2/Gfap/Ctsz/Trps1/Lyn/Cx3cr1/Bst2/Sulf1/Anxa3/Jun/Msn/Plek/Zfp710/Sbno2/Mertk/Pim1/Vim/Parp14/H2-T23/Mdfic/Srgn/Adam17/Ctsh/Pbxip1/Trf/Spp1/Stat3/Npc2/Slc1a3/Hexa/Mmp14/Tnfrsf1a/Rbp1/Irf9/Lgmn/Cebpb/Hmox1/Stat1/Tnfaip8/Axl/Arid5a/Litaf/Tspo/Ptbp3/Cd38/Txnip/Lgals3/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Pnp/Kdr/Sat1/Zfp36l1/Myh9/P2rx4/Tapbp/Ecm1/Trim56/Tgfbr2/Camk1/Arap1/Nras/Maf/Patl2/Adcyap1/Vsx2/Clu/Ccnd3/Nfkbia/Pou2f2/Tgm2/Mafb/Tsc22d4/Fgf2/Iqgap1/Trim25"
"GO:0002237","GO:0002237","response to molecule of bacterial origin",30,0.548442701697331,1.97507310376268,0.000484596659297807,0.00468680984703222,0.00339067631582986,198,"tags=80%, list=38%, signal=53%","S100a8/Il10ra/Ccr5/Trem2/Fcgr2b/Cd68/Ly86/Il1b/Abca1/Irf5/B2m/Gbp3/Lyn/Cx3cr1/Sbno2/Vim/Adam17/Cebpb/Stat1/Mrc1/Axl/Arid5a/Litaf/Tspo"
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis",5,0.838834951456311,1.84759242209551,0.000543942675784417,0.00523511658206173,0.00378734925989047,88,"tags=100%, list=17%, signal=84%","C3ar1/Cd74/Nckap1l/Il1b/Csf1r"
"GO:0045730","GO:0045730","respiratory burst",6,0.813229571984436,1.89620499033377,0.000566398902933635,0.00542478172567021,0.00392456265905983,102,"tags=100%, list=20%, signal=81%","S100a9/Trem2/Cybb/Ncf1/Grn/Cyba"
"GO:0002456","GO:0002456","T cell mediated immunity",16,0.623878139565788,1.95329831168526,0.00057038948714381,0.00543661090886347,0.00393312049106029,166,"tags=88%, list=32%, signal=61%","Ptprc/Ccr2/Vsir/Nckap1l/Arg1/Unc93b1/Il1b/Slfn2/Ctsc/H2-K1/B2m/H2-T23/Ctsh/H2-D1"
"GO:0002888","GO:0002888","positive regulation of myeloid leukocyte mediated immunity",8,0.747837669958071,1.93150732393765,0.000576639546787076,0.00546975877793703,0.00395710134333641,96,"tags=88%, list=18%, signal=72%","Fcer1g/Tyrobp/Fcgr3/Itgam/Arg1/Fcgr1/C3"
"GO:0030217","GO:0030217","T cell differentiation",23,0.579558471888664,1.98439638195255,0.000580446513111374,0.00547952617401311,0.0039641675738052,110,"tags=61%, list=21%, signal=50%","Ptprc/Ccr2/Fcer1g/H2-Aa/Cd74/Vav1/Vsir/Nckap1l/Il1b/Runx1/Dock2/B2m/Il4ra/Prex1"
"GO:0031327","GO:0031327","negative regulation of cellular biosynthetic process",85,0.411120998989083,1.71822713909482,0.000601711068975873,0.00565321875756856,0.00408982561168564,216,"tags=64%, list=42%, signal=44%","Atf3/Trem2/Ptprc/Fcgr2b/Ptpn6/Mmp12/Aif1/Vsir/Tyrobp/Laptm5/Nckap1l/Arg1/Il1b/Crym/Cdkn1a/Runx1/Sox11/Apoe/Tcf7l2/Inpp5d/Cebpd/Apobec1/Ctsz/Trps1/Cx3cr1/Bst2/Jun/Plek/Sbno2/Mertk/Vim/Parp14/Mdfic/Srgn/Pbxip1/Stat3/Tnfrsf1a/Lgmn/Cebpb/Hmox1/Stat1/Axl/Arid5a/Tspo/Ptbp3/Cd38/Txnip/Ctla2a/Cyfip1/Dab2/Notch2/Zfp36/Kdr/Zfp36l1"
"GO:0033993","GO:0033993","response to lipid",57,0.464322331282494,1.87289950229774,0.000605961298524643,0.00566616891937972,0.00409919441655982,216,"tags=72%, list=42%, signal=47%","S100a8/Il10ra/Ccr5/Trem2/Cybb/Cd68/Ly86/Il1b/Abca1/Tbxas1/Runx1/Grn/B2m/Gbp3/Lyn/Cx3cr1/Anxa3/Jun/Msn/Sbno2/Pim1/Vim/Adam17/Ctsh/Spp1/Stat3/Rbp1/Cebpb/Hmox1/Stat1/Ucp2/Mrc1/Axl/Arid5a/Litaf/Tspo/Cd38/Txnip/Dab2/Zfp36/Zfp36l1"
"GO:0014002","GO:0014002","astrocyte development",9,0.733960186056068,1.96415111342588,0.000610066362049739,0.00567764590718931,0.00410749745252952,116,"tags=89%, list=22%, signal=70%","S100a8/S100a9/Trem2/C1qa/Il1b/Csf1r/Grn/Gfap"
"GO:0002758","GO:0002758","innate immune response-activating signaling pathway",13,0.662111778857414,1.93318347816689,0.000637442230980989,0.00590457052453282,0.00427166624764132,120,"tags=69%, list=23%, signal=55%","S100a8/S100a9/Trem2/Tyrobp/Unc93b1/Irf7/Pik3ap1/Cyba/Lyn"
"GO:0062207","GO:0062207","regulation of pattern recognition receptor signaling pathway",8,0.743234014740188,1.91961705131909,0.000686164069213539,0.00632617620821641,0.00457667721521672,120,"tags=88%, list=23%, signal=68%","S100a8/S100a9/Trem2/Irf7/Pik3ap1/Cyba/Lyn"
"GO:0048870","GO:0048870","cell motility",107,0.402021554997814,1.69655432417924,0.000693573688244895,0.00636474831119618,0.00460458223383147,281,"tags=78%, list=54%, signal=45%","S100a8/Lcn2/Saa3/S100a9/Ccr5/Trem2/Ptprc/Ccr2/C3ar1/Fcer1g/Lcp1/Csf3r/Myo1f/Mmp12/Cd74/Vav1/Tnfrsf12a/Aif1/Vsir/Fcgr3/Itgam/Nckap1l/Ccl6/Il1b/Dock8/Csf1r/Apoe/Grn/Dock2/Prex1/Lyn/Cx3cr1/Bst2/Dock10/Sulf1/Anxa3/Jun/Msn/Mertk/Vim/Itgb5/Adam17/Ctsh/Igfbp3/Pbxip1/Trf/Spp1/Stat3/Sdc4/Mmp14/Adamts1/Lgmn/Coro1a/Hmox1/Axl/Tspo/Lgals3/Dab2/Kdr/Myh9/P2rx4/Pdpn/Arhgdib/Ecm1/Spata13/Tgfbr2/Vcam1/Cd9/Fgf2/Iqgap1/Arhgef2/Cd63/Efemp1/Gpnmb/Igfbp5/Fn1/Myo9b/Plekho1/Ddit3/Gadd45a/Sdcbp/Map4k4/Sdc3"
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation",15,0.63459554288427,1.95196188834358,0.000731548998599814,0.0066193342890999,0.00478876266226664,120,"tags=73%, list=23%, signal=58%","Lst1/Fcgr2b/H2-Aa/Ptpn6/Vsir/Tyrobp/Laptm5/Arg1/Sox11/Inpp5d/Lyn"
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation",15,0.63459554288427,1.95196188834358,0.000731548998599814,0.0066193342890999,0.00478876266226664,120,"tags=73%, list=23%, signal=58%","Lst1/Fcgr2b/H2-Aa/Ptpn6/Vsir/Tyrobp/Laptm5/Arg1/Sox11/Inpp5d/Lyn"
"GO:0070664","GO:0070664","negative regulation of leukocyte proliferation",15,0.63459554288427,1.95196188834358,0.000731548998599814,0.0066193342890999,0.00478876266226664,120,"tags=73%, list=23%, signal=58%","Lst1/Fcgr2b/H2-Aa/Ptpn6/Vsir/Tyrobp/Laptm5/Arg1/Sox11/Inpp5d/Lyn"
"GO:0008284","GO:0008284","positive regulation of cell population proliferation",67,0.439788504648033,1.79434788418125,0.000734736041212812,0.0066193342890999,0.00478876266226664,249,"tags=79%, list=48%, signal=47%","Atf3/Ptprc/Ccr2/C3ar1/Ptpn6/Mmp12/Cd74/Aif1/Nckap1l/Arg1/Il1b/Cdkn1a/Sox11/Csf1r/Grn/Tcf7l2/Cyba/Osmr/Gfap/Lyn/Cx3cr1/Sulf1/Jun/Pim1/Vim/H2-T23/Adam17/Ctsh/Pbxip1/Marcksl1/Trf/Stat3/Adamts1/Lgmn/Coro1a/Hmox1/Stat1/Tspo/Cd38/Lgals3/Notch2/Pnp/Kdr/Ecm1/Tgfbr2/Vcam1/Nras/Adcyap1/Vsx2/Clu/Ccnd3/Tgm2/Fgf2"
"GO:1902105","GO:1902105","regulation of leukocyte differentiation",33,0.52554103268565,1.941168274345,0.000753731285297942,0.00675959920860382,0.00489023742997134,228,"tags=88%, list=44%, signal=53%","Trem2/Ptprc/Ccr2/H2-Aa/Ptpn6/Cd74/C1qc/Vsir/Tyrobp/Itgam/Nckap1l/Runx1/Csf1r/Inpp5d/Il4ra/Lyn/Rassf2/Jun/Tmem176a/Mmp14/Rbp1/Cebpb/Axl/Ctla2a/Notch2/Pnp/Zfp36l1/Tmem176b/Tgfbr2"
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation",21,0.582612108843967,1.94574029600756,0.000777376743535543,0.00690884826574606,0.00499821177920434,105,"tags=62%, list=20%, signal=51%","Trem2/Ptprc/Ccr2/H2-Aa/Cd74/Vsir/Tyrobp/Itgam/Nckap1l/Runx1/Csf1r/Inpp5d/Il4ra"
"GO:1903708","GO:1903708","positive regulation of hemopoiesis",21,0.582612108843967,1.94574029600756,0.000777376743535543,0.00690884826574606,0.00499821177920434,105,"tags=62%, list=20%, signal=51%","Trem2/Ptprc/Ccr2/H2-Aa/Cd74/Vsir/Tyrobp/Itgam/Nckap1l/Runx1/Csf1r/Inpp5d/Il4ra"
"GO:0032496","GO:0032496","response to lipopolysaccharide",28,0.536455400431461,1.90939906067894,0.00079573372551624,0.00703910729799395,0.00509244777980623,198,"tags=79%, list=38%, signal=51%","S100a8/Il10ra/Ccr5/Trem2/Cd68/Ly86/Il1b/Abca1/B2m/Gbp3/Lyn/Cx3cr1/Sbno2/Vim/Adam17/Cebpb/Stat1/Mrc1/Axl/Arid5a/Litaf/Tspo"
"GO:0048143","GO:0048143","astrocyte activation",5,0.825242718446602,1.81765458192266,0.000799168796122983,0.00703910729799395,0.00509244777980623,95,"tags=100%, list=18%, signal=83%","Trem2/C1qa/Il1b/Csf1r/Grn"
"GO:0043068","GO:0043068","positive regulation of programmed cell death",48,0.469068794463458,1.84708596475442,0.000807569786714484,0.00708148972972301,0.00512310938378873,136,"tags=50%, list=26%, signal=41%","S100a8/Atf3/Lcn2/S100a9/Ccr5/Bcl2a1b/Ptprc/Tnfrsf12a/Laptm5/Ctss/Arg1/Il1b/Irf5/Ctsc/Cdkn1a/Grn/Tcf7l2/Inpp5d/Trps1/Lyn/Rassf2/Ifit2/Ctsd/Jun"
"GO:0098883","GO:0098883","synapse pruning",7,0.777777777777778,1.92929152128982,0.000821107187861389,0.00710545825285316,0.00514044943093279,121,"tags=100%, list=23%, signal=78%","Trem2/C1qb/C1qa/C1qc/Itgam/C3/Cx3cr1"
"GO:1990868","GO:1990868","response to chemokine",7,0.777777777777778,1.92929152128982,0.000821107187861389,0.00710545825285316,0.00514044943093279,121,"tags=100%, list=23%, signal=78%","Ccr5/Trem2/Ccr2/Ccl6/Dock8/Lyn/Cx3cr1"
"GO:1990869","GO:1990869","cellular response to chemokine",7,0.777777777777778,1.92929152128982,0.000821107187861389,0.00710545825285316,0.00514044943093279,121,"tags=100%, list=23%, signal=78%","Ccr5/Trem2/Ccr2/Ccl6/Dock8/Lyn/Cx3cr1"
