"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C3ar11",1.27601197498622e-16,1.72227364853338,0.021,0.007,3.11117239741141e-12,"Cornea&conj","C3ar1"
"Arhgap301",1.28210101666576e-16,1.88844891014737,0.019,0.006,3.12601869883446e-12,"Cornea&conj","Arhgap30"
"Il4ra1",1.77617177206727e-16,1.507862529867,0.022,0.008,4.33066201465441e-12,"Cornea&conj","Il4ra"
"C32",2.44817287815872e-16,1.37221848355923,0.036,0.017,5.96913511152658e-12,"Cornea&conj","C3"
"Clec4a2",3.11913349770053e-16,3.03954860871489,0.011,0.002,7.60507129409343e-12,"Cornea&conj","Clec4a2"
"Gbp22",4.25406452282831e-16,1.33836639086176,0.025,0.01,1.037226011956e-11,"Cornea&conj","Gbp2"
"Gyg2",5.09971135951429e-16,-1.0307437597604,0.065,0.093,1.24341162367677e-11,"Cornea&conj","Gyg"
"Vsir2",5.99440027252395e-16,1.24565775681239,0.024,0.009,1.46155467444679e-11,"Cornea&conj","Vsir"
"Ccr11",7.45509452564224e-16,3.43499909814259,0.011,0.002,1.81770114724209e-11,"Cornea&conj","Ccr1"
"Cxcl142",7.54550134157635e-16,1.46719101731851,0.024,0.009,1.83974413710314e-11,"Cornea&conj","Cxcl14"
"Cd141",7.63562220182609e-16,1.94931978863099,0.014,0.003,1.86171740524924e-11,"Cornea&conj","Cd14"
"Hcls11",8.56236948114519e-16,2.45320536654175,0.015,0.003,2.08767692689282e-11,"Cornea&conj","Hcls1"
"Smim32",9.63296419443186e-16,1.38195716978713,0.025,0.01,2.34870932988638e-11,"Cornea&conj","Smim3"
"Cd300lf1",2.20617315504609e-15,3.05240392640927,0.012,0.002,5.37909138663337e-11,"Cornea&conj","Cd300lf"
"Ccl8",2.40720951321703e-15,2.56120547709053,0.016,0.004,5.86925823512575e-11,"Cornea&conj","Ccl8"
"H2-DMb12",3.28110130914333e-15,1.43896042502098,0.027,0.011,7.99998121195327e-11,"Cornea&conj","H2-DMb1"
"Plbd11",5.44463690509988e-15,2.16582302820255,0.016,0.005,1.32751137020145e-10,"Cornea&conj","Plbd1"
"Bcl2a1b1",6.49955197657968e-15,3.04206670125611,0.01,0.001,1.58472076292966e-10,"Cornea&conj","Bcl2a1b"
"Ly6g6c",8.61844657340177e-15,-1.00412900137892,0.05,0.074,2.10134964352682e-10,"Cornea&conj","Ly6g6c"
"Mest1",1.12671811761189e-14,1.22923320009334,0.033,0.016,2.74716411436131e-10,"Cornea&conj","Mest"
"Clec4a11",1.31442757976285e-14,1.93960856686808,0.018,0.006,3.20483732497778e-10,"Cornea&conj","Clec4a1"
"Npy1",1.52650142877696e-14,-1.85676516070883,0.013,0.027,3.72191578364399e-10,"Cornea&conj","Npy"
"Ccl7",1.782904840245e-14,2.48571230528309,0.012,0.003,4.34707858148535e-10,"Cornea&conj","Ccl7"
"Tnc2",1.88888164665451e-14,1.88502138163624,0.028,0.013,4.60547123087302e-10,"Cornea&conj","Tnc"
"Aoah1",2.97276819280722e-14,1.73162126062867,0.016,0.005,7.24820340770256e-10,"Cornea&conj","Aoah"
"Patl22",3.38234342359966e-14,1.08006607921327,0.032,0.015,8.24682973542069e-10,"Cornea&conj","Patl2"
"Inpp5d2",3.52672898267435e-14,1.58428504968202,0.017,0.005,8.59887060555661e-10,"Cornea&conj","Inpp5d"
"Tmem1731",3.57275710716205e-14,2.30760585106652,0.013,0.003,8.71109637868252e-10,"Cornea&conj","Tmem173"
"Dock21",3.73135392434231e-14,2.10727343164681,0.018,0.006,9.09778713833142e-10,"Cornea&conj","Dock2"
"Vav11",4.52702835003997e-14,2.64072483338689,0.012,0.002,1.10378005230675e-09,"Cornea&conj","Vav1"
"Cd300ld1",6.63409501501876e-14,2.286524040077,0.011,0.002,1.61752504656188e-09,"Cornea&conj","Cd300ld"
"S100a91",6.7165830337318e-14,1.26560347627371,0.036,0.018,1.63763727528449e-09,"Cornea&conj","S100a9"
"Arrb22",1.08428330970344e-13,1.04429246467201,0.024,0.01,2.64369956571892e-09,"Cornea&conj","Arrb2"
"Rgs22",2.02013346315683e-13,1.41513191554106,0.027,0.012,4.92548940986899e-09,"Cornea&conj","Rgs2"
"Arhgap451",2.08036682514017e-13,1.58198238178448,0.022,0.009,5.07235039305677e-09,"Cornea&conj","Arhgap45"
"Cd382",2.15937796924388e-13,2.66133150954243,0.011,0.002,5.26499536461043e-09,"Cornea&conj","Cd38"
"Sp1001",2.65616566131418e-13,1.48238977601855,0.021,0.008,6.47626311541624e-09,"Cornea&conj","Sp100"
"Irf82",2.92451930723545e-13,2.08099436505346,0.013,0.003,7.13056297490147e-09,"Cornea&conj","Irf8"
"Ncf11",5.43323358181234e-13,2.62274435740467,0.012,0.003,1.32473101191748e-08,"Cornea&conj","Ncf1"
"Gmfg1",6.23338857481571e-13,1.47586159223133,0.017,0.006,1.51982480231157e-08,"Cornea&conj","Gmfg"
"Scin",7.25647082945991e-13,-1.09796518637286,0.031,0.05,1.76927271763892e-08,"Cornea&conj","Scin"
"Ptafr1",7.70353867902572e-13,2.30763807799189,0.015,0.005,1.87827680072005e-08,"Cornea&conj","Ptafr"
"Tnfaip21",8.27412572696196e-13,1.1139649004483,0.026,0.012,2.01739733474787e-08,"Cornea&conj","Tnfaip2"
"Themis21",1.38547009178342e-12,2.43037952950819,0.01,0.002,3.37805317778634e-08,"Cornea&conj","Themis2"
"Mndal1",1.7709496881139e-12,1.64436758902605,0.019,0.007,4.31792952955931e-08,"Cornea&conj","Mndal"
"Pik3cd1",2.23132484228227e-12,1.97904936307669,0.016,0.006,5.44041623045263e-08,"Cornea&conj","Pik3cd"
"Dio22",2.80848341929907e-12,1.6238528188193,0.016,0.006,6.84764427293499e-08,"Cornea&conj","Dio2"
"Emilin21",3.60033025157277e-12,1.17440825561815,0.02,0.008,8.77832521938473e-08,"Cornea&conj","Emilin2"
"Masp11",4.15357833759012e-12,1.61765677198288,0.018,0.007,1.01272547027122e-07,"Cornea&conj","Masp1"
"Clec4a31",4.49122644169585e-12,1.8964300666973,0.011,0.003,1.09505083101428e-07,"Cornea&conj","Clec4a3"
"Marcksl12",9.53199533353904e-12,1.18215364693594,0.029,0.015,2.32409110222349e-07,"Cornea&conj","Marcksl1"
"Ifi2111",1.02408061108642e-11,2.64927271518922,0.01,0.002,2.49691334595091e-07,"Cornea&conj","Ifi211"
"Nckap1l2",1.21714131593896e-11,1.47198147709824,0.021,0.009,2.96763395652236e-07,"Cornea&conj","Nckap1l"
"Epsti11",1.346221911849e-11,1.30399971648835,0.013,0.004,3.28235826547023e-07,"Cornea&conj","Epsti1"
"Myo1f1",1.37824709802837e-11,1.53442251861918,0.017,0.006,3.36044207441277e-07,"Cornea&conj","Myo1f"
"Tm4sf12",1.83998880019299e-11,1.24812920419085,0.019,0.008,4.48626069263054e-07,"Cornea&conj","Tm4sf1"
"Ncf21",2.46010008438727e-11,2.01590995409407,0.014,0.005,5.99821602575304e-07,"Cornea&conj","Ncf2"
"Arhgap152",2.62008088694763e-11,1.43456825542732,0.02,0.009,6.38828121855572e-07,"Cornea&conj","Arhgap15"
"Birc31",3.09462957950696e-11,1.18156668039301,0.026,0.013,7.54532584075386e-07,"Cornea&conj","Birc3"
"Ikzf11",4.08709415869187e-11,1.40783804960905,0.013,0.004,9.96515297772252e-07,"Cornea&conj","Ikzf1"
"Cd682",4.37934043965815e-11,1.3715933496214,0.022,0.01,1.06777078599745e-06,"Cornea&conj","Cd68"
"Gch1",5.53059478399607e-11,1.55077965732765,0.018,0.008,1.34846962023392e-06,"Cornea&conj","Gch1"
"Clec4n",5.53827480476058e-11,1.49885464085267,0.012,0.004,1.35034216289672e-06,"Cornea&conj","Clec4n"
"Capns2",5.67145707164877e-11,-1.27075640879063,0.016,0.028,1.3828146632094e-06,"Cornea&conj","Capns2"
"Trem22",6.4360354728985e-11,1.2469794647005,0.012,0.004,1.56923416900211e-06,"Cornea&conj","Trem2"
"Olfr10331",6.67726736768414e-11,1.80330740888174,0.01,0.003,1.62805132958875e-06,"Cornea&conj","Olfr1033"
"Slc8a11",1.11369341674558e-10,1.1682418305165,0.022,0.011,2.71540728870907e-06,"Cornea&conj","Slc8a1"
"Icam1",1.19208174462242e-10,1.72605972270594,0.016,0.006,2.90653370973838e-06,"Cornea&conj","Icam1"
"Il10ra1",3.24341497793076e-10,1.50047343093952,0.011,0.003,7.90809439919077e-06,"Cornea&conj","Il10ra"
"Pip4k2a2",3.34921798235721e-10,1.35531189085723,0.023,0.012,8.16606328458334e-06,"Cornea&conj","Pip4k2a"
"P2ry61",3.40431666242207e-10,1.46891272752252,0.011,0.003,8.30040488631748e-06,"Cornea&conj","P2ry6"
"Pik3ap11",3.52797201616214e-10,1.31949440488115,0.014,0.005,8.60190136980654e-06,"Cornea&conj","Pik3ap1"
"Evi21",3.61811760486365e-10,2.01350236178682,0.01,0.003,8.82169434417856e-06,"Cornea&conj","Evi2"
"Pik3r51",3.89109255631163e-10,2.31318421145834,0.01,0.003,9.48726187079903e-06,"Cornea&conj","Pik3r5"
"Gcat",4.17036724641808e-10,-1.25192732706409,0.011,0.022,1.01681894202166e-05,"Cornea&conj","Gcat"
"Gm45941",5.49190235648521e-10,-1.22516985495963,0.019,0.032,1.33903563255822e-05,"Cornea&conj","Gm45941"
"Vcam12",7.08900737190305e-10,1.1024203133505,0.029,0.016,1.7284417774174e-05,"Cornea&conj","Vcam1"
"Gldc1",7.23510854027331e-10,-1.75524416373414,0.012,0.022,1.76406416428944e-05,"Cornea&conj","Gldc"
"Akr1b8",8.92420462671856e-10,1.29968602111421,0.011,0.003,2.17589957208652e-05,"Cornea&conj","Akr1b8"
"Fabp6",1.46379204546225e-09,-1.10489654567572,0.029,0.044,3.56901776524606e-05,"Cornea&conj","Fabp6"
"Gbp5",1.67880531420624e-09,1.99696653192937,0.01,0.003,4.09326311709765e-05,"Cornea&conj","Gbp5"
"Nrros1",2.22698057049684e-09,1.5183176390951,0.013,0.005,5.4298240269854e-05,"Cornea&conj","Nrros"
"Lcp21",2.39054676365132e-09,1.73581936584369,0.01,0.003,5.82863111913464e-05,"Cornea&conj","Lcp2"
"Acp21",4.03249109126217e-09,1.05173118174146,0.026,0.014,9.83201977871543e-05,"Cornea&conj","Acp2"
"Igsf10",4.29359314983557e-09,1.17505687914368,0.014,0.006,0.000104686388179291,"Cornea&conj","Igsf10"
"Cd841",4.76060856870167e-09,1.60566162445742,0.011,0.003,0.000116073158122084,"Cornea&conj","Cd84"
"Tlr21",6.3479053774927e-09,1.22179753776701,0.014,0.005,0.000154774628914027,"Cornea&conj","Tlr2"
"Pld42",6.48528102994065e-09,1.57069580890961,0.012,0.004,0.000158124122072013,"Cornea&conj","Pld4"
"Slc43a22",7.24004026186016e-09,1.18568251528105,0.027,0.015,0.000176526661664674,"Cornea&conj","Slc43a2"
"Dock102",7.48322111538159e-09,1.01355351011316,0.021,0.01,0.000182455897235234,"Cornea&conj","Dock10"
"Emp32",8.19668202305023e-09,1.00119131153494,0.022,0.011,0.000199851501086011,"Cornea&conj","Emp3"
"Prg41",1.13906565367176e-08,1.55353015737784,0.011,0.004,0.000277726987678249,"Cornea&conj","Prg4"
"Arid5a2",1.22968562642407e-08,1.15186659230422,0.012,0.004,0.000299821949434718,"Cornea&conj","Arid5a"
"Prom2",1.2846259019626e-08,-1.20710677687587,0.016,0.027,0.000313217487416521,"Cornea&conj","Prom2"
"Ifit32",1.53252678826887e-08,1.42946506793464,0.02,0.01,0.000373660681515716,"Cornea&conj","Ifit3"
"Hck1",2.26511452415392e-08,1.91677126090215,0.01,0.003,0.000552280223279208,"Cornea&conj","Hck"
"Plcl21",3.15836893864379e-08,1.18656448382218,0.012,0.005,0.000770073514620128,"Cornea&conj","Plcl2"
"Ifi47",3.40175829083599e-08,1.11357946799814,0.017,0.008,0.000829416706471632,"Cornea&conj","Ifi47"
"Gm121851",3.46155404128898e-08,1.07965299369143,0.012,0.004,0.00084399610634708,"Cornea&conj","Gm12185"
"Trex11",5.95603018172568e-08,1.14166761721953,0.012,0.005,0.00145219927890835,"Cornea&conj","Trex1"
"Nek62",6.54021241586518e-08,1.06603646390146,0.016,0.008,0.00159463459123625,"Cornea&conj","Nek6"
"Cmtm32",7.27930968920927e-08,1.15301066238463,0.016,0.008,0.001774841288423,"Cornea&conj","Cmtm3"
"Ptpn62",7.71516853906876e-08,1.10430527963618,0.02,0.01,0.00188111239319575,"Cornea&conj","Ptpn6"
"Map3k141",8.36668980983586e-08,1.5887295630424,0.015,0.007,0.00203996630943418,"Cornea&conj","Map3k14"
"Ifi2031",1.26097764844449e-07,1.54344534149629,0.01,0.004,0.00307451570243735,"Cornea&conj","Ifi203"
"Limd22",1.33830903371488e-07,1.35731364197762,0.015,0.007,0.00326306508600361,"Cornea&conj","Limd2"
"Slc39a142",1.41738617333665e-07,1.14069802714943,0.012,0.005,0.00345587096782941,"Cornea&conj","Slc39a14"
"Apbb1ip2",1.47814594398411e-07,1.06924587335766,0.016,0.008,0.00360401544062205,"Cornea&conj","Apbb1ip"
"Kazald11",2.88582657115317e-07,-1.44046365784014,0.005,0.011,0.00703622234578565,"Cornea&conj","Kazald1"
"Tmeff22",3.15095284933954e-07,1.51282345697509,0.015,0.008,0.00768265323725967,"Cornea&conj","Tmeff2"
"Sult1a1",4.0753169153058e-07,-1.01318224178956,0.008,0.015,0.0099364377028986,"Cornea&conj","Sult1a1"
"Cmklr11",4.8887283314182e-07,1.07803936434733,0.01,0.004,0.0119196974176639,"Cornea&conj","Cmklr1"
"Rassf42",5.44995088725297e-07,1.220629969203,0.012,0.005,0.0132880702533002,"Cornea&conj","Rassf4"
"Frem3",5.46569517889194e-07,1.25648788214514,0.012,0.005,0.0133264579851743,"Cornea&conj","Frem3"
"Usp181",5.54453448961922e-07,1.26800874897119,0.012,0.006,0.0135186839925896,"Cornea&conj","Usp18"
"Rin31",5.57011771742349e-07,1.51695988167609,0.01,0.004,0.0135810610186219,"Cornea&conj","Rin3"
"Gng21",6.6483984403501e-07,1.15091140607118,0.018,0.009,0.0162101250772616,"Cornea&conj","Gng2"
"Krt78",7.15820218051168e-07,-1.58722381143148,0.01,0.017,0.0174531285565236,"Cornea&conj","Krt78"
"Csmd21",7.19181345274144e-07,1.22373689611106,0.016,0.008,0.0175350795604742,"Cornea&conj","Csmd2"
"Gm20383",7.52032190478356e-07,-1.41143186128163,0.008,0.015,0.0183360488682433,"Cornea&conj","Gm20383"
"Plxnc11",1.16305041383071e-06,1.1605016355825,0.01,0.004,0.0283574951900203,"Cornea&conj","Plxnc1"
"Il1r21",1.20126669162747e-06,1.22457097031603,0.018,0.01,0.0292892844752609,"Cornea&conj","Il1r2"
"Samsn12",1.43225950075922e-06,1.45732252230547,0.012,0.006,0.0349213511475114,"Cornea&conj","Samsn1"
"Tbc1d91",1.47551509401941e-06,1.49329811703604,0.01,0.004,0.0359760090223812,"Cornea&conj","Tbc1d9"
"Cilp2",2.00688231734111e-06,-1.2461398857446,0.007,0.013,0.048931804661411,"Cornea&conj","Cilp2"
"Ccdc88b1",2.01325393816255e-06,1.49440541096441,0.01,0.004,0.0490871575202792,"Cornea&conj","Ccdc88b"
"Crym3",0,2.66916202536289,0.434,0.074,0,"INL","Crym"
"Clu3",0,1.51649904295188,0.627,0.292,0,"INL","Clu"
"Cp3",0,1.99511934594359,0.283,0.065,0,"INL","Cp"
"Mt22",0,1.66292850651974,0.326,0.118,0,"INL","Mt2"
"Pdpn3",0,1.88466535536552,0.247,0.061,0,"INL","Pdpn"
"Trf3",1.01502033851478e-293,2.03474852712668,0.236,0.063,2.47482258936675e-289,"INL","Trf"
"Cebpd3",2.93164421025386e-263,2.62516125345672,0.137,0.015,7.14793491344097e-259,"INL","Cebpd"
"Vim3",4.38548460369517e-246,1.08359864953067,0.331,0.138,1.06926885607296e-241,"INL","Vim"
"Ctsd3",2.41687767668206e-206,1.1452357530221,0.34,0.161,5.8928311512862e-202,"INL","Ctsd"
"Cd94",3.64686539261236e-199,1.08535689420414,0.236,0.086,8.89178720026747e-195,"INL","Cd9"
"B2m3",1.53074383459275e-189,1.67801020969622,0.154,0.038,3.73225961750403e-185,"INL","B2m"
"Serpina3n3",3.24468537669174e-186,2.26028575598673,0.132,0.027,7.9111918854498e-182,"INL","Serpina3n"
"Ddr12",5.86650169009115e-182,1.38249688577483,0.211,0.076,1.43037044207803e-177,"INL","Ddr1"
"Efemp13",1.23839048633703e-177,1.45073606094703,0.146,0.037,3.01944368378694e-173,"INL","Efemp1"
"Rbp13",1.57781162006821e-161,1.5104320757866,0.168,0.055,3.8470202920503e-157,"INL","Rbp1"
"Mfge83",8.98416001775054e-154,1.07092620248025,0.245,0.109,2.19051789552794e-149,"INL","Mfge8"
"C4b3",1.76088208704805e-150,2.36101393825954,0.096,0.016,4.29338270464056e-146,"INL","C4b"
"H2-K13",2.5830332364481e-136,1.49613492390295,0.124,0.034,6.29795163710777e-132,"INL","H2-K1"
"Sulf13",1.3113070509166e-120,1.18693624066098,0.136,0.046,3.19722885154486e-116,"INL","Sulf1"
"Abca13",3.97345943628248e-117,2.58552505569117,0.071,0.011,9.68808879754395e-113,"INL","Abca1"
"Wipi13",4.02498567114018e-113,1.29575762385363,0.13,0.045,9.813720063374e-109,"INL","Wipi1"
"Tsc22d42",1.41686143498063e-106,1.04439039823016,0.123,0.042,3.45459155076977e-102,"INL","Tsc22d4"
"Oasl23",1.40343211689058e-101,2.60921602164509,0.059,0.008,3.42184818740261e-97,"INL","Oasl2"
"Gfap2",3.56100141343012e-96,2.7517188600657,0.054,0.007,8.68243364622533e-92,"INL","Gfap"
"Stat13",5.05894321069716e-83,1.44557667630185,0.071,0.018,1.23347153363218e-78,"INL","Stat1"
"Isg153",6.54246767078406e-83,1.94809502259711,0.061,0.013,1.59518446749057e-78,"INL","Isg15"
"Slc39a17",4.27358287402262e-81,1.29656879550074,0.078,0.023,1.0419849763442e-76,"INL","Slc39a1"
"Lyz23",1.653756588714e-80,1.94774365792458,0.079,0.024,4.03218931460248e-76,"INL","Lyz2"
"Adamts52",1.61598312445004e-79,1.01652639973184,0.085,0.027,3.94009005403408e-75,"INL","Adamts5"
"Serping13",2.81987611076119e-74,2.61137764741805,0.046,0.007,6.87542193325793e-70,"INL","Serping1"
"Stat33",3.23775358752748e-74,1.4227326903525,0.072,0.021,7.89429079710949e-70,"INL","Stat3"
"Tnfrsf1a2",4.50745394359771e-72,2.13968155441214,0.057,0.013,1.09900742052799e-67,"INL","Tnfrsf1a"
"Ifitm33",9.48805524192019e-72,1.87440852815656,0.06,0.015,2.31337762908498e-67,"INL","Ifitm3"
"Pbxip11",1.18920162025876e-70,1.12398298438629,0.094,0.036,2.89951139051491e-66,"INL","Pbxip1"
"Pcp21",3.76039440578476e-70,-1.26744335957751,0.134,0.211,9.16859364018441e-66,"INL","Pcp2"
"Lgals3bp3",4.68027194212443e-70,2.06814424851754,0.048,0.009,1.14114390492878e-65,"INL","Lgals3bp"
"C1qa3",1.11374122511598e-69,1.95475887779871,0.053,0.012,2.71552385507779e-65,"INL","C1qa"
"Pros13",2.24984987542244e-68,1.59083679677353,0.05,0.01,5.48558396625499e-64,"INL","Pros1"
"Lcn22",2.55579460478187e-68,3.63981815376361,0.033,0.002,6.23153840537915e-64,"INL","Lcn2"
"Ctsh3",3.64537890674378e-65,1.2554214269375,0.062,0.018,8.88816285042268e-61,"INL","Ctsh"
"Ifit3b3",5.34445316967666e-63,2.64770973240851,0.037,0.005,1.30308457183056e-58,"INL","Ifit3b"
"Bst23",6.10346131797926e-63,1.79324894281592,0.051,0.012,1.4881459385497e-58,"INL","Bst2"
"Tagln22",8.25653449459291e-61,1.7033156933999,0.055,0.015,2.01310824047164e-56,"INL","Tagln2"
"Chrdl11",3.17540133513511e-60,1.33861154535548,0.057,0.016,7.74226353532643e-56,"INL","Chrdl1"
"Osmr3",6.63207789676643e-58,2.33686647992231,0.04,0.007,1.61703323278959e-53,"INL","Osmr"
"Adamts13",4.11464872050803e-57,1.26580133249215,0.06,0.019,1.00323365103427e-52,"INL","Adamts1"
"Ifit13",1.52803722886613e-56,3.08052694489135,0.031,0.003,3.72566037142139e-52,"INL","Ifit1"
"A2m3",1.87686331717572e-56,1.33251596106729,0.064,0.022,4.57616813993784e-52,"INL","A2m"
"Ctss3",3.64000243217486e-56,1.36777639786848,0.057,0.018,8.87505393012873e-52,"INL","Ctss"
"Chl12",6.79326388326864e-55,2.3509240583655,0.038,0.007,1.65633360001856e-50,"INL","Chl1"
"Grn3",6.96625399480929e-55,1.02361543861462,0.076,0.03,1.6985120490144e-50,"INL","Grn"
"Rhoc2",1.31659056324637e-54,1.01756202545948,0.071,0.027,3.2101111113073e-50,"INL","Rhoc"
"Ifit33",7.94888282394101e-54,2.27350064429874,0.036,0.007,1.9380966101333e-49,"INL","Ifit3"
"Vcam13",1.34689152915029e-52,1.33444160083981,0.048,0.013,3.28399092637425e-48,"INL","Vcam1"
"S1pr32",2.76312812683922e-52,1.18564548895083,0.055,0.017,6.73705899885939e-48,"INL","S1pr3"
"Cntf",4.06507086799945e-52,2.40286871096195,0.031,0.004,9.91145579035625e-48,"INL","Cntf"
"Fgf22",1.85053248972198e-51,1.47189362007505,0.043,0.011,4.51196831644014e-47,"INL","Fgf2"
"Tnfrsf12a3",2.24427358803197e-50,2.20077658359234,0.036,0.007,5.47198786233954e-46,"INL","Tnfrsf12a"
"Psmb83",4.38480036544365e-50,1.40521642326235,0.046,0.013,1.06910202510247e-45,"INL","Psmb8"
"H2-D13",2.27019645060488e-49,1.04393267063481,0.072,0.029,5.53519298586483e-45,"INL","H2-D1"
"Mgst13",1.88995251108335e-48,1.74050013950377,0.041,0.01,4.60808221252342e-44,"INL","Mgst1"
"Bmp13",5.29298504519018e-48,1.72281490003255,0.039,0.009,1.29053561371827e-43,"INL","Bmp1"
"Msn3",1.73117573637891e-47,1.05102256560989,0.064,0.025,4.22095268043905e-43,"INL","Msn"
"Abcg13",5.16740818605001e-47,1.13139904460274,0.049,0.015,1.25991746392271e-42,"INL","Abcg1"
"Ctsz2",1.61801551584773e-45,1.02042408358575,0.066,0.026,3.94504543073994e-41,"INL","Ctsz"
"C1qc3",3.36471474392325e-45,2.21025183511926,0.031,0.006,8.20384748863367e-41,"INL","C1qc"
"Steap42",1.09525086491179e-44,2.29669771778403,0.026,0.004,2.67044065882793e-40,"INL","Steap4"
"Aldh1l12",1.66463527595385e-44,1.69701107957591,0.036,0.009,4.05871372983067e-40,"INL","Aldh1l1"
"Parp33",2.93060847923006e-44,2.14283971752088,0.029,0.005,7.14540959405874e-40,"INL","Parp3"
"Pdlim43",3.67696985557184e-44,1.87247737285978,0.033,0.007,8.96518790185526e-40,"INL","Pdlim4"
"Spp13",2.5931730459388e-43,1.59869781751486,0.049,0.016,6.32267452060799e-39,"INL","Spp1"
"Myof3",1.57078293337608e-42,1.5338713239868,0.038,0.01,3.82988294815755e-38,"INL","Myof"
"Timp13",3.54676399830595e-42,2.92058955449717,0.02,0.001,8.64771998066957e-38,"INL","Timp1"
"C1qb3",6.21350631660881e-42,2.44917576385228,0.026,0.004,1.51497711011556e-37,"INL","C1qb"
"Cdc14a3",7.5869035292366e-42,1.37310205769204,0.049,0.017,1.84983881849847e-37,"INL","Cdc14a"
"Irf93",1.1878762819612e-41,1.6662332479797,0.035,0.009,2.8962799506778e-37,"INL","Irf9"
"Cdh133",1.56571003178997e-41,1.69732673057533,0.041,0.012,3.81751419951029e-37,"INL","Cdh13"
"Shisa53",1.82684799552836e-41,1.58162418401033,0.039,0.011,4.45422078269724e-37,"INL","Shisa5"
"Vwa5a3",8.04243547828589e-41,1.57492585544941,0.035,0.009,1.96090661831566e-36,"INL","Vwa5a"
"Bag32",1.83203692588315e-38,1.57578462907588,0.036,0.01,4.46687243268829e-34,"INL","Bag3"
"Tubb2b3",2.4000764794598e-38,1.03646213674419,0.041,0.013,5.85186647221888e-34,"INL","Tubb2b"
"Tapbp3",2.73484112557349e-38,1.01063032566471,0.047,0.017,6.66808963237328e-34,"INL","Tapbp"
"Fgfr12",3.62020780012509e-38,1.02477632482004,0.052,0.02,8.82679065826498e-34,"INL","Fgfr1"
"Slc14a13",6.30811425682148e-37,1.35366278142612,0.036,0.011,1.53804441809821e-32,"INL","Slc14a1"
"Olfm21",7.30920173358021e-37,1.76768983251339,0.034,0.009,1.78212956668153e-32,"INL","Olfm2"
"Anxa63",8.11254336024991e-36,1.02901408387497,0.05,0.02,1.97800032209613e-31,"INL","Anxa6"
"Wfs13",9.30283379995989e-36,1.02601714879766,0.045,0.017,2.26821693710622e-31,"INL","Wfs1"
"Clec2d2",9.98742821620411e-36,2.3097145665617,0.023,0.004,2.43513474767489e-31,"INL","Clec2d"
"St3gal42",2.69776050838704e-35,1.3196308586799,0.043,0.015,6.57767967154927e-31,"INL","St3gal4"
"Gna141",4.79273454219949e-35,2.29413855922429,0.023,0.004,1.16856453607908e-30,"INL","Gna14"
"Tnfrsf212",2.49564171978436e-33,1.14445513873678,0.042,0.015,6.08487364117822e-29,"INL","Tnfrsf21"
"Fcer1g3",1.03814694080701e-32,2.67691170229916,0.02,0.003,2.53120987107566e-28,"INL","Fcer1g"
"Lrrc8c3",3.68533060835594e-32,1.17291587815033,0.035,0.011,8.98557308929345e-28,"INL","Lrrc8c"
"Igsf52",3.73285142041105e-31,-1.03727472346043,0.023,0.05,9.10143833324622e-27,"INL","Igsf5"
"Tril1",3.79918065270132e-31,1.00670687411051,0.03,0.009,9.26316226741636e-27,"INL","Tril"
"Tmem1593",1.49733775839569e-30,1.14664382753959,0.036,0.012,3.65080892252036e-26,"INL","Tmem159"
"Laptm53",1.53513453765061e-30,1.8260656822054,0.027,0.007,3.74296502969973e-26,"INL","Laptm5"
"Pdlim31",1.84704874158309e-30,1.14617502308896,0.035,0.012,4.5034742417279e-26,"INL","Pdlim3"
"Hmgcs13",1.42651849384171e-29,-1.25824767062736,0.05,0.085,3.47813739168486e-25,"INL","Hmgcs1"
"Gbp33",1.74032983931159e-29,2.43175454220049,0.019,0.003,4.24327221420953e-25,"INL","Gbp3"
"Mpeg13",1.81944049097303e-29,1.80747950300127,0.021,0.004,4.43615980509044e-25,"INL","Mpeg1"
"Syt151",2.98801036323301e-29,1.08829044468434,0.041,0.016,7.28536686763472e-25,"INL","Syt15"
"Gbp61",6.73961195917049e-29,1.96040265886654,0.018,0.003,1.64325218788495e-24,"INL","Gbp6"
"Plce13",1.11869437241294e-28,1.17714613175165,0.042,0.017,2.72760061881724e-24,"INL","Plce1"
"Sbno23",1.48336719214728e-28,1.30473400366381,0.025,0.006,3.61674588789349e-24,"INL","Sbno2"
"Cd523",1.72597544642194e-28,1.8523106853124,0.023,0.006,4.20827333346598e-24,"INL","Cd52"
"Fdps3",3.24625256292342e-28,-1.60551612488924,0.03,0.058,7.91501299891989e-24,"INL","Fdps"
"Irgm13",8.53392943645589e-28,1.71553467839604,0.021,0.005,2.08074267519668e-23,"INL","Irgm1"
"Rnf2133",2.71463658165101e-27,1.529939221955,0.026,0.008,6.61882691338149e-23,"INL","Rnf213"
"Tyrobp3",2.9666064684003e-27,2.08827203099713,0.019,0.004,7.23317989125361e-23,"INL","Tyrobp"
"Spc252",3.7979970004785e-27,-1.08631015777153,0.071,0.109,9.26027628656668e-23,"INL","Spc25"
"Parp142",4.24245671418675e-27,1.76138197664548,0.021,0.005,1.03439579605301e-22,"INL","Parp14"
"Plat3",6.45154785727453e-27,1.40214250102891,0.031,0.011,1.57301639856068e-22,"INL","Plat"
"Cyp2j63",2.19642868418673e-26,1.00255094366123,0.029,0.009,5.35533241778409e-22,"INL","Cyp2j6"
