"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Wdr6",6.13557471344244e-17,-1.05884604871133,0.063,0.121,1.49597582663154e-12,"GCL","Wdr6"
"Pbxip1",7.4163199373277e-17,1.91149376918234,0.079,0.032,1.80824712711924e-12,"GCL","Pbxip1"
"Kcnc2",7.5221931361923e-17,-1.07002364335384,0.053,0.107,1.83406113046641e-12,"GCL","Kcnc2"
"Gabbr2",7.6986273452586e-17,-1.27605544514848,0.043,0.093,1.87707931932095e-12,"GCL","Gabbr2"
"Sh3bgrl2",8.06292054270099e-17,-1.28094778603145,0.048,0.099,1.96590128672135e-12,"GCL","Sh3bgrl2"
"C3ar1",8.88124741497911e-17,4.15252362036574,0.03,0.003,2.16542574472021e-12,"GCL","C3ar1"
"Fcgr2b",1.11994780846551e-16,4.24667195686551,0.027,0.002,2.73065674660062e-12,"GCL","Fcgr2b"
"Kcnd2",1.16121666464277e-16,-1.62624450500886,0.038,0.085,2.831278471732e-12,"GCL","Kcnd2"
"Hecw1",1.24148150817362e-16,-1.26946748700537,0.035,0.082,3.02698021322892e-12,"GCL","Hecw1"
"Vsir",1.29997172180804e-16,3.53124944957767,0.033,0.004,3.16959105211236e-12,"GCL","Vsir"
"AU020206",1.30927649245767e-16,3.57590593683439,0.035,0.006,3.19227794391029e-12,"GCL","AU020206"
"Mmp14",1.32799724730817e-16,1.83790816189434,0.072,0.027,3.23792288838677e-12,"GCL","Mmp14"
"Mir670hg",1.56869228698116e-16,-1.95124250574205,0.01,0.041,3.82478553411745e-12,"GCL","Mir670hg"
"Fkbp3",1.89756197714656e-16,-1.0528908511523,0.068,0.126,4.62663561267873e-12,"GCL","Fkbp3"
"Unc93b1",2.75640218092454e-16,3.19882047310033,0.034,0.005,6.72065979753021e-12,"GCL","Unc93b1"
"Dnajc27",3.65536497866853e-16,-1.31451640574017,0.033,0.077,8.9125108909896e-12,"GCL","Dnajc27"
"Igfbp3",4.01976041205464e-16,1.93062554096564,0.049,0.014,9.80097983667161e-12,"GCL","Igfbp3"
"Pacsin1",4.09519015195875e-16,-1.023184196104,0.056,0.11,9.98489262850582e-12,"GCL","Pacsin1"
"Scrt1",4.47005687289013e-16,-1.48998139583427,0.015,0.049,1.08988926674807e-11,"GCL","Scrt1"
"Rap1b",4.61463680759725e-16,1.60325761122113,0.084,0.037,1.12514074642836e-11,"GCL","Rap1b"
"Myh9",4.63344699117767e-16,1.58753801513457,0.078,0.032,1.12972704538894e-11,"GCL","Myh9"
"H2-Ab1",5.32985531605396e-16,4.22379765854376,0.039,0.008,1.29952532316028e-11,"GCL","H2-Ab1"
"Nckap1l",6.06740955453575e-16,3.22479994192431,0.03,0.004,1.47935579758691e-11,"GCL","Nckap1l"
"Kcnab3",6.17982653236069e-16,-1.450974858726,0.031,0.075,1.50676530512018e-11,"GCL","Kcnab3"
"Wfdc17",8.46408489153164e-16,5.64101016476126,0.025,0.001,2.06371317825325e-11,"GCL","Wfdc17"
"Kdr",9.09775183409268e-16,1.61259038920976,0.079,0.033,2.21821385218848e-11,"GCL","Kdr"
"Tppp",1.00052095498256e-15,-1.59932253192288,0.028,0.068,2.43947019243848e-11,"GCL","Tppp"
"Mmp12",1.05097145257024e-15,3.84814306762752,0.03,0.004,2.56247859565675e-11,"GCL","Mmp12"
"Ms4a7",1.10259396783246e-15,3.54149255772561,0.032,0.005,2.6883446123691e-11,"GCL","Ms4a7"
"Ncam2",1.13749701400139e-15,-1.19303302839959,0.051,0.102,2.7734452195382e-11,"GCL","Ncam2"
"Tsc22d4",1.19348479650481e-15,1.39347587528177,0.076,0.031,2.90995463083802e-11,"GCL","Tsc22d4"
"Gabra2",1.27375224348589e-15,-1.53380117138824,0.026,0.066,3.10566272006729e-11,"GCL","Gabra2"
"H2-Eb1",1.32572534377296e-15,4.23816903220192,0.029,0.003,3.23238353318723e-11,"GCL","H2-Eb1"
"Tagln2",1.33555374108303e-15,1.74163855582157,0.066,0.024,3.25634713150864e-11,"GCL","Tagln2"
"H2-Aa",1.49269427980533e-15,4.11949581072709,0.028,0.003,3.63948719302137e-11,"GCL","H2-Aa"
"Ms4a6c",1.54826024749125e-15,3.95222713259666,0.03,0.004,3.77496813543317e-11,"GCL","Ms4a6c"
"Lhfpl3",1.8804583653617e-15,-1.33503850507005,0.039,0.084,4.5849335864249e-11,"GCL","Lhfpl3"
"Skap2",1.9550323028092e-15,2.72845873592103,0.043,0.011,4.7667597607094e-11,"GCL","Skap2"
"Oasl2",2.310024101348e-15,3.11883086903791,0.035,0.006,5.6323007639067e-11,"GCL","Oasl2"
"Osbpl1a",2.4035004333847e-15,-1.50841241141118,0.04,0.085,5.86021475667857e-11,"GCL","Osbpl1a"
"Pirb",2.83898306605901e-15,4.64724922839078,0.025,0.002,6.92200851166509e-11,"GCL","Pirb"
"Kcnb2",5.95581676923858e-15,-1.33399838343189,0.042,0.088,1.45214724467575e-10,"GCL","Kcnb2"
"Arhgap15",6.58742707061048e-15,3.07026093380247,0.036,0.007,1.60614646835625e-10,"GCL","Arhgap15"
"Msantd4",6.64573484992157e-15,-1.0480678563085,0.039,0.084,1.62036307110788e-10,"GCL","Msantd4"
"Htr1b",7.20123960343156e-15,-1.99921504226171,0.012,0.042,1.75580624010868e-10,"GCL","Htr1b"
"Ckmt1",7.89040801237412e-15,-1.23191236758406,0.036,0.08,1.92383928157706e-10,"GCL","Ckmt1"
"Calb1",1.04136420322155e-14,-1.53517317558756,0.02,0.055,2.53905420029478e-10,"GCL","Calb1"
"Arhgap30",1.06742626715239e-14,4.34780627073458,0.023,0.001,2.60259872457096e-10,"GCL","Arhgap30"
"Stat3",1.32289108017578e-14,1.90036941995153,0.058,0.02,3.22547303168458e-10,"GCL","Stat3"
"1500009C09Rik",1.36932956192041e-14,-1.60383074967766,0.017,0.05,3.33869933787435e-10,"GCL","1500009C09Rik"
"Elovl6",1.71042138673404e-14,-1.47763928966416,0.028,0.067,4.17034942513494e-10,"GCL","Elovl6"
"Rab3c",1.76846873353214e-14,-1.09452232254877,0.067,0.12,4.31188046609808e-10,"GCL","Rab3c"
"Sdcbp",2.28534331980573e-14,1.16429206572126,0.109,0.057,5.57212408235034e-10,"GCL","Sdcbp"
"Pdcd4",2.30194482307648e-14,-1.22175658861747,0.062,0.113,5.61260186762507e-10,"GCL","Pdcd4"
"Scn2b",2.52052653262452e-14,-1.49382729409095,0.029,0.067,6.14554779184511e-10,"GCL","Scn2b"
"Ifi204",2.77207473237815e-14,3.66663735389502,0.026,0.003,6.75887261248441e-10,"GCL","Ifi204"
"Ahnak2",4.02776619970789e-14,-1.54186870236434,0.027,0.064,9.82049954812777e-10,"GCL","Ahnak2"
"Trps1",4.18343661846182e-14,2.3108022931611,0.056,0.02,1.02000551631336e-09,"GCL","Trps1"
"Irf7",4.83969955836696e-14,2.87563555558116,0.033,0.006,1.18001554632103e-09,"GCL","Irf7"
"Fbxo44",4.9300737162016e-14,-1.05801343804394,0.044,0.089,1.20205057348427e-09,"GCL","Fbxo44"
"Serpini1",5.15650148576691e-14,-1.09962608265917,0.045,0.089,1.25725819225969e-09,"GCL","Serpini1"
"Inpp5d",5.18247598807174e-14,2.62782138853072,0.029,0.004,1.26359129541165e-09,"GCL","Inpp5d"
"Lst1",5.27261570549541e-14,5.29178291069318,0.021,0.001,1.28556916131389e-09,"GCL","Lst1"
"Il10ra",5.40454959757069e-14,4.91786772831007,0.022,0.001,1.31773728287969e-09,"GCL","Il10ra"
"Clstn2",5.81470856946419e-14,-1.12748967366991,0.041,0.085,1.41774224340676e-09,"GCL","Clstn2"
"Myo1f",5.91290699314452e-14,3.9257443219575,0.028,0.004,1.4416849830685e-09,"GCL","Myo1f"
"Fxyd7",6.1475125391007e-14,-2.48204165160122,0.008,0.032,1.49888650728353e-09,"GCL","Fxyd7"
"Ly86",8.61685002218746e-14,3.5584609203138,0.03,0.005,2.10096037240975e-09,"GCL","Ly86"
"Syn2",8.80564604123552e-14,-1.35832176517071,0.028,0.066,2.14699261777404e-09,"GCL","Syn2"
"Grin2a",9.89349363253919e-14,-1.35673348116411,0.024,0.059,2.41223161748571e-09,"GCL","Grin2a"
"Idi1",1.07688618364984e-13,-1.89963558148155,0.01,0.036,2.62566389297503e-09,"GCL","Idi1"
"Ctxn3",1.29643876654244e-13,-2.13096470097095,0.014,0.043,3.16097700058377e-09,"GCL","Ctxn3"
"Tmem130",1.30810236847877e-13,-1.07965341695391,0.052,0.099,3.18941519482494e-09,"GCL","Tmem130"
"Pou4f2",1.33894562754586e-13,-2.22276863575997,0.007,0.03,3.26461722908231e-09,"GCL","Pou4f2"
"Fgf14",1.41370880556173e-13,-1.1477400524732,0.07,0.122,3.44690480972061e-09,"GCL","Fgf14"
"Runx1t1",1.43099602329668e-13,-1.07528802251792,0.043,0.087,3.48905450400197e-09,"GCL","Runx1t1"
"Gbp3",1.52649786580452e-13,2.44717472815393,0.03,0.005,3.72190709640459e-09,"GCL","Gbp3"
"Matk",1.54070218573475e-13,-1.52514095917872,0.011,0.039,3.75654006925848e-09,"GCL","Matk"
"Bcl2a1b",1.58855074393252e-13,4.36082741947016,0.024,0.002,3.87320442385627e-09,"GCL","Bcl2a1b"
"Ptchd4",1.67464192001732e-13,-1.02950809156306,0.015,0.044,4.08311192938623e-09,"GCL","Ptchd4"
"Cd53",1.76465142717023e-13,4.16931935500572,0.023,0.002,4.30257310972645e-09,"GCL","Cd53"
"Rap1gap",1.86011558838811e-13,-1.18589544157868,0.039,0.081,4.53533382760789e-09,"GCL","Rap1gap"
"Slfn2",2.0584923426252e-13,2.86968887802295,0.03,0.005,5.01901602978876e-09,"GCL","Slfn2"
"Itgb5",2.35090153224561e-13,1.97535690225276,0.038,0.01,5.73196811592126e-09,"GCL","Itgb5"
"Lynx1",2.48167404471943e-13,-1.07036781850217,0.042,0.085,6.05081765583491e-09,"GCL","Lynx1"
"Cpne4",2.60541506915995e-13,-1.39489404597094,0.022,0.055,6.3525230216258e-09,"GCL","Cpne4"
"Tln2",2.67604685395487e-13,-1.34738928292441,0.034,0.074,6.52473743931277e-09,"GCL","Tln2"
"Pros1",3.1774895873624e-13,2.24833108058769,0.033,0.007,7.74735511190701e-09,"GCL","Pros1"
"Rnf213",3.21954491884019e-13,2.19597445219333,0.042,0.012,7.84989442111614e-09,"GCL","Rnf213"
"Il1b",3.29915704758417e-13,3.14531956794423,0.032,0.007,8.04400471341972e-09,"GCL","Il1b"
"Vav1",3.37524439502325e-13,3.69324820675876,0.024,0.003,8.22952088394569e-09,"GCL","Vav1"
"Cd72",3.50789408544645e-13,3.46466778518452,0.024,0.003,8.55294735913552e-09,"GCL","Cd72"
"Socs3",3.85682935852891e-13,4.54954830026326,0.022,0.002,9.40372134196518e-09,"GCL","Socs3"
"Ptpn6",4.00071802153348e-13,4.00301513479974,0.022,0.002,9.75455068010292e-09,"GCL","Ptpn6"
"Ccr5",4.14654337148554e-13,4.6457361575465,0.021,0.002,1.0110102048356e-08,"GCL","Ccr5"
"Ncf1",5.14747836659041e-13,3.48530422866246,0.024,0.003,1.25505817534207e-08,"GCL","Ncf1"
"Ddit3",5.48534975067554e-13,1.1901051276598,0.112,0.063,1.33743797620971e-08,"GCL","Ddit3"
"Il4ra",5.55378966834128e-13,2.56401061252368,0.033,0.008,1.35412499693497e-08,"GCL","Il4ra"
"Mcl1",5.69581401708144e-13,1.60043378328365,0.078,0.037,1.3887533736448e-08,"GCL","Mcl1"
"Metrn",6.05633384844346e-13,1.62153095894341,0.063,0.026,1.47665531892749e-08,"GCL","Metrn"
"Shank1",6.17146812633051e-13,-1.05362581753995,0.055,0.101,1.50472735856191e-08,"GCL","Shank1"
"Pcdh8",6.29367281777633e-13,-2.33857998727738,0.009,0.033,1.53452330643023e-08,"GCL","Pcdh8"
"Tnfrsf1a",7.51582072954009e-13,1.82960019294414,0.049,0.017,1.83250741027647e-08,"GCL","Tnfrsf1a"
"Stat1",8.22740502456121e-13,1.75778133757795,0.048,0.017,2.00600589308852e-08,"GCL","Stat1"
"Fxyd5",8.75764728273532e-13,2.24657632807239,0.042,0.013,2.13528956047652e-08,"GCL","Fxyd5"
"Gpnmb",9.71604593731651e-13,1.24130487148434,0.159,0.103,2.36896632043651e-08,"GCL","Gpnmb"
"Sept3",1.184997453638e-12,-1.24088733327795,0.033,0.071,2.88926079146016e-08,"GCL","Sept3"
"Adcy1",1.3044767824786e-12,-1.09838109277452,0.038,0.077,3.18057529103933e-08,"GCL","Adcy1"
"Igsf6",1.45149480680598e-12,3.98553579804277,0.021,0.002,3.53903463795434e-08,"GCL","Igsf6"
"Cdkn1a",1.68150271619267e-12,2.84863699843202,0.031,0.007,4.09983992262097e-08,"GCL","Cdkn1a"
"Dock2",1.79000033761536e-12,2.64805934180497,0.034,0.008,4.36437882317376e-08,"GCL","Dock2"
"Dmtn",1.96429296252337e-12,-1.1213028938106,0.026,0.06,4.78933910122447e-08,"GCL","Dmtn"
"Ccl6",2.21522994084438e-12,3.15199232567313,0.03,0.007,5.40117364176676e-08,"GCL","Ccl6"
"A230057D06Rik",2.47833080490437e-12,-1.18919788783313,0.049,0.091,6.04266616851783e-08,"GCL","A230057D06Rik"
"Lingo2",2.85074305013408e-12,-1.1070548370752,0.079,0.128,6.95068170483691e-08,"GCL","Lingo2"
"Fcgr1",2.99248996448613e-12,3.19091592061728,0.024,0.003,7.29628903141008e-08,"GCL","Fcgr1"
"Plbd1",3.32864684916172e-12,5.03382293052527,0.019,0.001,8.11590674762611e-08,"GCL","Plbd1"
"Stmn4",3.75330044118415e-12,1.06986803813566,0.128,0.076,9.15129713569519e-08,"GCL","Stmn4"
"Necab2",4.98579856154437e-12,-2.44593039185299,0.008,0.031,1.21563740527575e-07,"GCL","Necab2"
"Serp2",5.30267828358002e-12,-1.26754101864299,0.032,0.068,1.29289901910248e-07,"GCL","Serp2"
"Nrgn",6.08453973271461e-12,-1.61964184489077,0.01,0.033,1.48353247763048e-07,"GCL","Nrgn"
"B3gat1",7.26426615408565e-12,-1.44750161490792,0.018,0.047,1.77117337368916e-07,"GCL","B3gat1"
"C3",8.38986127278424e-12,2.6852884620525,0.034,0.009,2.04561597553025e-07,"GCL","C3"
"Nkiras1",8.4920087203878e-12,-1.35890968539797,0.02,0.05,2.07052156620495e-07,"GCL","Nkiras1"
"Ms4a4c",8.77868165468383e-12,10.2009588917142,0.015,0,2.14041816104501e-07,"GCL","Ms4a4c"
"Kcnn2",8.93706120682433e-12,-1.02659255348504,0.031,0.067,2.17903426344791e-07,"GCL","Kcnn2"
"Atp6v0e",9.91827357671167e-12,1.31574997522316,0.058,0.024,2.41827346347384e-07,"GCL","Atp6v0e"
"Crtac1",1.07305510091512e-11,-1.21918111153409,0.034,0.07,2.61632294705123e-07,"GCL","Crtac1"
"Flywch1",1.13084121020101e-11,-1.01343207723365,0.038,0.076,2.75721703871209e-07,"GCL","Flywch1"
"Chd5",1.38253012041956e-11,-1.04187762861004,0.025,0.057,3.37088493960698e-07,"GCL","Chd5"
"Pld4",1.38895479597906e-11,3.64623751863049,0.023,0.003,3.38654958355613e-07,"GCL","Pld4"
"Ptpn18",1.39663775010815e-11,4.03189502203363,0.021,0.002,3.4052821623137e-07,"GCL","Ptpn18"
"Aoah",1.47688981369308e-11,3.27118101772827,0.024,0.004,3.60095274374647e-07,"GCL","Aoah"
"Pin1",1.61340397864186e-11,-1.11081743394756,0.049,0.089,3.93380158072459e-07,"GCL","Pin1"
"Map1a",1.63948659106051e-11,-1.12192066436515,0.056,0.098,3.99739620632374e-07,"GCL","Map1a"
"Runx1",1.99977638326966e-11,2.82089752106077,0.028,0.006,4.87585477768808e-07,"GCL","Runx1"
"Tubb4a",2.15491579663892e-11,-1.15769610487808,0.03,0.064,5.25411569536501e-07,"GCL","Tubb4a"
"Bmp2k",2.4992642920478e-11,2.76274565874091,0.027,0.006,6.09370619687094e-07,"GCL","Bmp2k"
"Sulf1",2.52877360743968e-11,2.21348641532442,0.042,0.014,6.16565580965942e-07,"GCL","Sulf1"
"Dock8",3.12160553477986e-11,3.09852360731547,0.031,0.008,7.61109861490025e-07,"GCL","Dock8"
"Ikbke",3.50958383651967e-11,6.65944915364723,0.015,0,8.55706731020226e-07,"GCL","Ikbke"
"Marcksl1",3.70703039704554e-11,1.90454582281703,0.034,0.01,9.03848151407644e-07,"GCL","Marcksl1"
"Adgrl1",3.83146119154067e-11,-1.17434525112304,0.038,0.075,9.34186867721446e-07,"GCL","Adgrl1"
"Nell2",4.57771828888329e-11,-1.06021581649786,0.029,0.061,1.11613927319552e-06,"GCL","Nell2"
"Tmem191c",5.05720475472902e-11,-1.21860280336444,0.022,0.051,1.23304766329803e-06,"GCL","Tmem191c"
"Csf2rb",5.58864112413645e-11,4.12905231922328,0.018,0.002,1.36262247888695e-06,"GCL","Csf2rb"
"Acat2",6.1888747829919e-11,-1.22115272966905,0.012,0.036,1.50897144958908e-06,"GCL","Acat2"
"Zfp36l1",6.26454402189589e-11,1.60343709423871,0.049,0.019,1.52742112341866e-06,"GCL","Zfp36l1"
"Hcls1",7.0084669627329e-11,3.94618719525807,0.02,0.002,1.70880441485354e-06,"GCL","Hcls1"
"Adam17",7.67792625219881e-11,1.93958920860139,0.035,0.011,1.87203197881111e-06,"GCL","Adam17"
"Syk",8.38185569275259e-11,4.39713264178711,0.018,0.002,2.04366405500694e-06,"GCL","Syk"
"Igfbp2",9.88281622498429e-11,1.08647567732904,0.147,0.098,2.40962825197567e-06,"GCL","Igfbp2"
"Plek",1.01180861303168e-10,2.08488257386592,0.037,0.012,2.46699176029384e-06,"GCL","Plek"
"Mgst3",1.13999512995472e-10,-1.07714888493714,0.016,0.042,2.77953612585559e-06,"GCL","Mgst3"
"Bin2",1.19465841968938e-10,3.75849092888729,0.019,0.002,2.91281615888664e-06,"GCL","Bin2"
"Cfh",1.22384745199203e-10,1.22777755017288,0.046,0.018,2.98398485744696e-06,"GCL","Cfh"
"Cacng5",1.27128246484726e-10,-1.35053702220693,0.018,0.045,3.0996409057906e-06,"GCL","Cacng5"
"Sgcz",1.27470456405057e-10,-1.11748659777026,0.036,0.07,3.1079846680681e-06,"GCL","Sgcz"
"Lrrc25",1.31656394730361e-10,5.66363259651656,0.015,0.001,3.21004621631565e-06,"GCL","Lrrc25"
"Cntnap1",1.6098290296283e-10,-1.8843182768156,0.011,0.033,3.92508514003973e-06,"GCL","Cntnap1"
"Gmfg",1.72838505931841e-10,4.11411497344722,0.018,0.002,4.21414845163015e-06,"GCL","Gmfg"
"Rimkla",1.7939804162078e-10,-1.47780427117364,0.024,0.053,4.37408305079786e-06,"GCL","Rimkla"
"Hck",1.90849502183192e-10,4.29668223912941,0.017,0.002,4.65329256223058e-06,"GCL","Hck"
"Cdh18",1.92171054038217e-10,-1.22809218817715,0.04,0.075,4.68551463955982e-06,"GCL","Cdh18"
"Tub",1.99215062162549e-10,-1.27130713970899,0.024,0.053,4.85726164564726e-06,"GCL","Tub"
"Ifi207",2.03050187393761e-10,4.45383954263368,0.017,0.001,4.95076966903467e-06,"GCL","Ifi207"
"Clec4d",2.03258603500374e-10,4.82026904788,0.015,0.001,4.95585127054612e-06,"GCL","Clec4d"
"Ccdc184",2.04490691371846e-10,-1.94399858408051,0.007,0.026,4.98589203702834e-06,"GCL","Ccdc184"
"Igsf8",2.23500974766437e-10,-1.0709070161449,0.043,0.08,5.44940076675527e-06,"GCL","Igsf8"
"Vcam1",2.59552070923727e-10,1.47731919650922,0.044,0.017,6.3283985932623e-06,"GCL","Vcam1"
"Slc6a8",2.83882519187054e-10,1.10305078242424,0.109,0.066,6.92162358281876e-06,"GCL","Slc6a8"
"Ly6e",3.02340133584009e-10,1.33907639688588,0.063,0.03,7.3716571370453e-06,"GCL","Ly6e"
"Pcsk2",3.12640872662961e-10,-1.13372603911317,0.029,0.059,7.62280975726833e-06,"GCL","Pcsk2"
"Vasp",3.19246915891835e-10,1.14237878447778,0.076,0.04,7.78387830327471e-06,"GCL","Vasp"
"Trim37",3.72258459894951e-10,-1.24872951961538,0.039,0.073,9.07640576915869e-06,"GCL","Trim37"
"Clec4a3",4.56017953978218e-10,5.65568149686509,0.015,0.001,1.11186297538969e-05,"GCL","Clec4a3"
"Sla",4.62986509444195e-10,4.38224220293998,0.016,0.001,1.12885370732684e-05,"GCL","Sla"
"Lpcat2",4.83615458190664e-10,2.38153494718453,0.031,0.009,1.17915121016048e-05,"GCL","Lpcat2"
"Ifit1",5.79482598321548e-10,2.20025171016872,0.024,0.005,1.4128944712276e-05,"GCL","Ifit1"
"Lair1",5.86228361034253e-10,3.2226162999685,0.02,0.003,1.42934198987371e-05,"GCL","Lair1"
"Cd93",6.2765481804933e-10,2.207736267165,0.029,0.008,1.53034797736788e-05,"GCL","Cd93"
"Spi1",6.50753487956146e-10,6.04911263145904,0.013,0,1.58666715433467e-05,"GCL","Spi1"
"Lgals3",6.82538218718187e-10,1.71180836440761,0.065,0.033,1.66416468487868e-05,"GCL","Lgals3"
"Rtp4",7.01663837881361e-10,3.38612809181301,0.019,0.003,1.71079676952233e-05,"GCL","Rtp4"
"Lilrb4a",7.14038923137215e-10,4.34337422954909,0.015,0.001,1.74096970239316e-05,"GCL","Lilrb4a"
"Shisa5",7.56149690108174e-10,1.34854583381675,0.053,0.024,1.84364417442175e-05,"GCL","Shisa5"
"F13a1",7.62396717813708e-10,2.62020389757707,0.029,0.008,1.85887567737338e-05,"GCL","F13a1"
"Slc6a15",7.63825913668425e-10,-1.03770289861391,0.02,0.046,1.86236034270635e-05,"GCL","Slc6a15"
"Nap1l2",7.82017405512499e-10,-1.04990135890642,0.028,0.058,1.90671483812058e-05,"GCL","Nap1l2"
"Irx6",7.98665118678273e-10,-1.72742072191483,0.004,0.019,1.94730529236136e-05,"GCL","Irx6"
"Timp2",8.16158901850828e-10,1.27713256973227,0.102,0.061,1.98995863449269e-05,"GCL","Timp2"
"Lrmda",8.28872472321459e-10,2.12833598450029,0.074,0.04,2.02095686201418e-05,"GCL","Lrmda"
"Anxa3",8.4299219853988e-10,2.2089990243016,0.029,0.008,2.05538357847994e-05,"GCL","Anxa3"
"Rab13",8.89779280007094e-10,1.1273876077322,0.065,0.032,2.1694598405133e-05,"GCL","Rab13"
"Irf5",9.14187300465091e-10,2.91848039517915,0.021,0.004,2.22897147599399e-05,"GCL","Irf5"
"Them6",9.48064824175097e-10,-1.90861402162192,0.007,0.024,2.31157165430372e-05,"GCL","Them6"
"Apobec1",9.70737486676087e-10,2.52704016744764,0.027,0.007,2.36685214001363e-05,"GCL","Apobec1"
"Creb5",1.04053349812002e-09,3.40040247392289,0.023,0.005,2.53702877511623e-05,"GCL","Creb5"
"Sash3",1.05664745673512e-09,4.10917254040815,0.016,0.001,2.57631782901156e-05,"GCL","Sash3"
"Mdfic",1.09805743202439e-09,1.97918680431825,0.025,0.006,2.67728363076187e-05,"GCL","Mdfic"
"Isg15",1.13595350096072e-09,1.07499917557094,0.067,0.034,2.76968182604243e-05,"GCL","Isg15"
"Nsa2",1.19697530604099e-09,1.07370381185291,0.086,0.049,2.91846519118915e-05,"GCL","Nsa2"
"Dock10",1.22216401451339e-09,2.23772946741659,0.029,0.008,2.97988030018655e-05,"GCL","Dock10"
"Tmem176a",1.24560587365614e-09,2.03157652139178,0.028,0.008,3.0370362411484e-05,"GCL","Tmem176a"
"Patl2",1.35596368786603e-09,1.46218824088636,0.04,0.016,3.30611066375495e-05,"GCL","Patl2"
"Apbb1ip",1.36750116291259e-09,2.97072784533945,0.022,0.005,3.33424133541347e-05,"GCL","Apbb1ip"
"Sptbn2",1.5533566342513e-09,-1.30055768543234,0.029,0.058,3.78739414563153e-05,"GCL","Sptbn2"
"Cebpb",1.56765274720381e-09,1.78214853956003,0.033,0.011,3.82225092823234e-05,"GCL","Cebpb"
"Gusb",1.67291810490724e-09,1.48824304634114,0.044,0.018,4.07890892338484e-05,"GCL","Gusb"
"Tnfrsf1b",1.7794133414435e-09,3.71794259547382,0.017,0.002,4.33856560910753e-05,"GCL","Tnfrsf1b"
"Tapbp",1.84965778261526e-09,1.57104148015419,0.051,0.023,4.50983560557252e-05,"GCL","Tapbp"
"Tmem176b",1.88621622085666e-09,1.54428707261982,0.042,0.017,4.59897238969272e-05,"GCL","Tmem176b"
"Prepl",1.91381862006843e-09,-1.09160834200934,0.032,0.062,4.66627255945085e-05,"GCL","Prepl"
"Nfkbia",2.08773803783779e-09,1.42226081492651,0.066,0.034,5.0903228838561e-05,"GCL","Nfkbia"
"Pde10a",2.12341950719745e-09,-1.00871052008189,0.045,0.08,5.17732144244883e-05,"GCL","Pde10a"
"Srgn",2.34692214515128e-09,1.9702366452474,0.024,0.006,5.72226557430784e-05,"GCL","Srgn"
"Tbxas1",2.44189718022828e-09,2.93519964245565,0.022,0.005,5.9538337048326e-05,"GCL","Tbxas1"
"Resp18",2.46710890776813e-09,-1.18926068252702,0.018,0.043,6.01530493892024e-05,"GCL","Resp18"
"Pcdha1",2.53200084441646e-09,-1.01977881960176,0.052,0.089,6.1735244588562e-05,"GCL","Pcdha1"
"Brsk2",2.62692192942103e-09,-1.25011162064696,0.019,0.043,6.40496104831435e-05,"GCL","Brsk2"
"Cyp51",2.85357226517484e-09,-1.42625452522357,0.02,0.046,6.95757989694929e-05,"GCL","Cyp51"
"Ntrk3",2.91988757885183e-09,-1.05010518764731,0.029,0.058,7.11926989475654e-05,"GCL","Ntrk3"
"Arpp21",2.98256892742184e-09,-1.72100290617948,0.012,0.033,7.27209955883992e-05,"GCL","Arpp21"
"Gm29374",2.98437099289868e-09,9.3154221995459,0.012,0,7.27649335488556e-05,"GCL","Gm29374"
"Lgi2",3.14676410387064e-09,-1.47552607184116,0.017,0.041,7.67244023805738e-05,"GCL","Lgi2"
"Rab32",3.32674086011168e-09,2.90789029504521,0.02,0.004,8.1112595651243e-05,"GCL","Rab32"
"Cnnm1",3.39742126570683e-09,-1.94371048105562,0.013,0.035,8.28359253004639e-05,"GCL","Cnnm1"
"Slfn5",3.4547713671032e-09,2.23832651178854,0.03,0.009,8.42342354727101e-05,"GCL","Slfn5"
"Arhgap45",3.45572438946942e-09,2.57411921867191,0.031,0.01,8.42574720640434e-05,"GCL","Arhgap45"
"Clec2l",3.50219543444291e-09,-1.3227750421557,0.015,0.038,8.53905290825871e-05,"GCL","Clec2l"
"Mir142hg",3.56901979331963e-09,4.81933523247283,0.015,0.001,8.70198406007191e-05,"GCL","Mir142hg"
"Shtn1",3.68070664046238e-09,-1.03708483558119,0.027,0.054,8.97429893077537e-05,"GCL","Shtn1"
"Cyp4f18",3.73560022403038e-09,4.84552886709517,0.013,0.001,9.10814046623088e-05,"GCL","Cyp4f18"
"Pik3ap1",3.73846178234044e-09,2.79553921687224,0.023,0.005,9.11511751770246e-05,"GCL","Pik3ap1"
"Jph4",3.7840324680157e-09,-1.31315857266948,0.017,0.04,9.22622796351589e-05,"GCL","Jph4"
"Arhgap25",3.97960466263842e-09,3.1262210721188,0.017,0.002,9.703072088445e-05,"GCL","Arhgap25"
"Alk",4.12596155179029e-09,-1.27880859538399,0.017,0.04,0.000100599194555751,"GCL","Alk"
"Maf",4.31971832480425e-09,1.46964428934596,0.059,0.029,0.000105323372195377,"GCL","Maf"
