	ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	type
GO:0070555	BP	GO:0070555	response to interleukin-1	11/364	103/28928	0.106796117	8.487357303	8.59320931	7.65E-08	1.03E-06	6.15E-07	Saa3/Il1b/Cebpb/Zbp1/Ccl2/Acod1/Irf1/Cd38/Cfl1/Sirpa/Il1r2	11	up
GO:0072676	BP	GO:0072676	lymphocyte migration	11/364	103/28928	0.106796117	8.487357303	8.59320931	7.65E-08	1.03E-06	6.15E-07	Apod/Ccr2/Coro1a/Msn/Ccl2/Cxcl10/Aif1/Cxcl14/Ccl7/Icam1/Ecm1	11	up
GO:0032963	BP	GO:0032963	collagen metabolic process	12/364	127/28928	0.094488189	7.509215194	8.298881892	7.73E-08	1.04E-06	6.20E-07	Mmp3/Ctss/Ctsb/Ctsl/Vim/Mmp12/Arg1/Ccl2/Mmp14/Vsir/Arrb2/Errfi1	12	up
GO:0007259	BP	GO:0007259	cell surface receptor signaling pathway via JAK-STAT	14/364	181/28928	0.077348066	6.147046324	7.841406662	8.11E-08	1.08E-06	6.48E-07	Il31ra/Csf1r/Ptprc/Socs3/Csf2rb/Cxcl5/Irf1/Bcl3/Parp14/Stat1/Gbp7/Il10ra/Stat2/Jak2	14	up
GO:0002335	BP	GO:0002335	mature B cell differentiation	8/364	45/28928	0.177777778	14.12844933	9.949274575	8.36E-08	1.11E-06	6.66E-07	Lgals1/Lilrb4a/Bcl3/Irf8/Dock10/Plcl2/Itm2a/Pou2f2	8	up
GO:0071347	BP	GO:0071347	cellular response to interleukin-1	10/364	82/28928	0.12195122	9.691771643	8.897444992	8.42E-08	1.12E-06	6.69E-07	Saa3/Il1b/Cebpb/Zbp1/Ccl2/Acod1/Irf1/Cfl1/Sirpa/Il1r2	10	up
GO:2000146	BP	GO:2000146	negative regulation of cell motility	19/364	342/28928	0.055555556	4.415140415	7.171959036	8.54E-08	1.13E-06	6.76E-07	Krt16/Apod/Cd74/Zeb2/Thbs1/Timp1/Ifitm1/Bst2/Col3a1/Aif1/Sp100/Cfl1/Emilin2/Sulf1/Nav3/Ptprj/Arid4a/Tmeff2/Rin3	19	up
GO:0043491	BP	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	19/364	343/28928	0.055393586	4.402268286	7.155490279	8.94E-08	1.18E-06	7.05E-07	Mmp3/Csf1r/Lox/Thbs1/Fgr/Xdh/Hcls1/Vav1/Arrb2/Pik3cd/Trem2/Pik3ap1/Pik3r5/P2rx4/Sema4d/Ptprj/Ptpn6/Errfi1/Jak2	19	up
GO:0042554	BP	GO:0042554	superoxide anion generation	8/364	46/28928	0.173913043	13.82130913	9.824049289	1.00E-07	1.31E-06	7.86E-07	Cybb/Itgam/Tyrobp/Itgb2/Cyba/Ncf1/Ncf2/Syk	8	up
GO:0031400	BP	GO:0031400	negative regulation of protein modification process	21/364	420/28928	0.05	3.973626374	6.929797556	1.06E-07	1.39E-06	8.32E-07	Il1b/Isg15/Ptprc/Socs3/Irf1/Xdh/Lilrb4a/Dtx3l/Parp14/Arrb2/Rgs2/Lyn/Sirpa/Jun/Slc8a1/Sema4d/Ptprj/Ptpn6/Ntf3/Errfi1/Samsn1	21	up
GO:0032655	BP	GO:0032655	regulation of interleukin-12 production	9/364	64/28928	0.140625	11.17582418	9.199711344	1.07E-07	1.39E-06	8.35E-07	Laptm5/Thbs1/Irf1/Unc93b1/Arrb2/Irf8/Tlr2/Syk/Cmklr1	9	up
GO:0050832	BP	GO:0050832	defense response to fungus	9/364	64/28928	0.140625	11.17582418	9.199711344	1.07E-07	1.39E-06	8.35E-07	Zbp1/Arg1/Clec4d/Clec4a2/Clec4a1/Ncf1/Pik3cd/Clec4a3/Clec4n	9	up
GO:0010952	BP	GO:0010952	positive regulation of peptidase activity	13/364	159/28928	0.081761006	6.497753819	7.847193202	1.24E-07	1.60E-06	9.58E-07	Laptm5/Lgmn/S100a8/Grn/Ifi207/Xdh/Vsir/Stat1/S100a9/Lyn/Mndal/Syk/Ifi203	13	up
GO:0022408	BP	GO:0022408	negative regulation of cell-cell adhesion	15/364	219/28928	0.068493151	5.443323799	7.450988019	1.39E-07	1.79E-06	1.07E-06	Cd74/Laptm5/Cebpb/Arg1/H2-Aa/Pf4/Lgals1/Cd44/Irf1/Lilrb4a/Il4ra/Vsir/Runx1/Ptpn6/Jak2	15	up
GO:0032615	BP	GO:0032615	interleukin-12 production	9/364	66/28928	0.136363636	10.83716284	9.031741405	1.41E-07	1.82E-06	1.09E-06	Laptm5/Thbs1/Irf1/Unc93b1/Arrb2/Irf8/Tlr2/Syk/Cmklr1	9	up
GO:0002548	BP	GO:0002548	monocyte chemotaxis	8/364	48/28928	0.166666667	13.24542125	9.584923063	1.42E-07	1.82E-06	1.09E-06	Ccr2/Lgmn/Ccl2/Cxcl10/Aif1/Ccr1/Lyn/Pla2g7	8	up
GO:0001780	BP	GO:0001780	neutrophil homeostasis	7/364	33/28928	0.212121212	16.85780886	10.2892016	1.52E-07	1.94E-06	1.16E-06	Ccr2/Csf1r/Itgam/Fcgr2b/Cd44/Lilrb4a/Pik3cd	7	up
GO:2000377	BP	GO:2000377	regulation of reactive oxygen species metabolic process	13/364	163/28928	0.079754601	6.338299737	7.715382214	1.65E-07	2.11E-06	1.26E-06	Mmp3/Itgam/Tyrobp/Itgb2/Acod1/Thbs1/Cyba/Xdh/Ncf2/Birc3/Gch1/Prcp/Syk	13	up
GO:2000514	BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	10/364	88/28928	0.113636364	9.030969031	8.517350838	1.66E-07	2.11E-06	1.26E-06	Ccr2/Pf4/Lgals1/Cd44/Irf1/Il4ra/Vsir/Runx1/Nckap1l/Irgm1	10	up
GO:0046640	BP	GO:0046640	regulation of alpha-beta T cell proliferation	8/364	49/28928	0.163265306	12.97510653	9.470637799	1.67E-07	2.11E-06	1.26E-06	Ccr2/Ptprc/Cd44/Irf1/Vsir/Irgm1/Syk/Jak2	8	up
GO:0060338	BP	GO:0060338	regulation of type I interferon-mediated signaling pathway	8/364	49/28928	0.163265306	12.97510653	9.470637799	1.67E-07	2.11E-06	1.26E-06	Isg15/Mmp12/Zbp1/Samhd1/Irf7/Trex1/Stat2/Usp18	8	up
GO:0002281	BP	GO:0002281	macrophage activation involved in immune response	6/364	21/28928	0.285714286	22.70643642	11.23283926	1.76E-07	2.22E-06	1.33E-06	Grn/Tyrobp/Sbno2/Trem2/Syk/Trex1	6	up
GO:0002753	BP	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	14/364	193/28928	0.07253886	5.764846552	7.497471962	1.80E-07	2.25E-06	1.34E-06	Irf7/Irf1/Ifi207/Rsad2/Gbp2/Unc93b1/Mndal/Ddx60/Trem2/Irgm1/Pik3ap1/Gbp5/Trex1/Ifi203	14	up
GO:0097696	BP	GO:0097696	cell surface receptor signaling pathway via STAT	14/364	193/28928	0.07253886	5.764846552	7.497471962	1.80E-07	2.25E-06	1.34E-06	Il31ra/Csf1r/Ptprc/Socs3/Csf2rb/Cxcl5/Irf1/Bcl3/Parp14/Stat1/Gbp7/Il10ra/Stat2/Jak2	14	up
GO:0040013	BP	GO:0040013	negative regulation of locomotion	19/364	360/28928	0.052777778	4.194383394	6.884798732	1.89E-07	2.34E-06	1.40E-06	Krt16/Apod/Cd74/Zeb2/Thbs1/Timp1/Ifitm1/Bst2/Col3a1/Aif1/Sp100/Cfl1/Emilin2/Sulf1/Nav3/Ptprj/Arid4a/Tmeff2/Rin3	19	up
GO:0002828	BP	GO:0002828	regulation of type 2 immune response	7/364	34/28928	0.205882353	16.36199095	10.11756508	1.89E-07	2.34E-06	1.40E-06	Cd74/Ccr2/Arg1/Irf1/Rsad2/Il4ra/Ecm1	7	up
GO:0034121	BP	GO:0034121	regulation of toll-like receptor signaling pathway	7/364	34/28928	0.205882353	16.36199095	10.11756508	1.89E-07	2.34E-06	1.40E-06	S100a8/Irf7/Irf1/Cd300lf/S100a9/Arrb2/Pik3ap1	7	up
GO:0030336	BP	GO:0030336	negative regulation of cell migration	18/364	326/28928	0.055214724	4.388053664	6.944704274	2.05E-07	2.53E-06	1.52E-06	Krt16/Apod/Cd74/Zeb2/Thbs1/Timp1/Ifitm1/Bst2/Col3a1/Aif1/Sp100/Emilin2/Sulf1/Nav3/Ptprj/Arid4a/Tmeff2/Rin3	18	up
GO:0070371	BP	GO:0070371	ERK1 and ERK2 cascade	19/364	362/28928	0.052486188	4.171210005	6.854052865	2.06E-07	2.54E-06	1.52E-06	Il1b/Cd74/Csf1r/Ptprc/Cd44/C3/Ccr1/Dab2/Arrb2/Lyn/Sirpa/Jun/Trem2/Icam1/P2ry6/Tlr2/Syk/Ptpn6/Errfi1	19	up
GO:0001794	BP	GO:0001794	type IIa hypersensitivity	5/364	12/28928	0.416666667	33.11355311	12.56037923	2.26E-07	2.75E-06	1.64E-06	Fcer1g/Fcgr3/Fcgr2b/Fcgr1/C3	5	up
GO:0002399	BP	GO:0002399	MHC class II protein complex assembly	5/364	12/28928	0.416666667	33.11355311	12.56037923	2.26E-07	2.75E-06	1.64E-06	B2m/H2-Ab1/H2-Aa/H2-Eb1/H2-DMb1	5	up
GO:0002445	BP	GO:0002445	type II hypersensitivity	5/364	12/28928	0.416666667	33.11355311	12.56037923	2.26E-07	2.75E-06	1.64E-06	Fcer1g/Fcgr3/Fcgr2b/Fcgr1/C3	5	up
GO:0002503	BP	GO:0002503	peptide antigen assembly with MHC class II protein complex	5/364	12/28928	0.416666667	33.11355311	12.56037923	2.26E-07	2.75E-06	1.64E-06	B2m/H2-Ab1/H2-Aa/H2-Eb1/H2-DMb1	5	up
GO:0002220	BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	10/364	91/28928	0.10989011	8.733244777	8.340657578	2.29E-07	2.76E-06	1.65E-06	Tyrobp/Acod1/Cyba/Cd14/Lyn/Clec4n/Trem2/Pik3ap1/Tlr2/Syk	10	up
GO:0006809	BP	GO:0006809	nitric oxide biosynthetic process	10/364	91/28928	0.10989011	8.733244777	8.340657578	2.29E-07	2.76E-06	1.65E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Sirpa/Icam1/P2rx4/Tlr2/Jak2	10	up
GO:0002920	BP	GO:0002920	regulation of humoral immune response	8/364	51/28928	0.156862745	12.46627882	9.251761468	2.31E-07	2.78E-06	1.67E-06	Il1b/Ptprc/Acod1/Fcgr2b/C3/Masp1/Trem2/Ptpn6	8	up
GO:2000401	BP	GO:2000401	regulation of lymphocyte migration	9/364	70/28928	0.128571429	10.21789639	8.716469306	2.37E-07	2.84E-06	1.70E-06	Apod/Ccr2/Coro1a/Msn/Cxcl10/Aif1/Cxcl14/Ccl7/Ecm1	9	up
GO:0031640	BP	GO:0031640	killing of cells of another organism	11/364	115/28928	0.095652174	7.601720019	8.007642203	2.38E-07	2.84E-06	1.70E-06	Lyz2/Arg1/Cxcl5/Cxcl10/Gbp2/Cxcl14/Ccl8/Ncf1/Gbp7/Gbp5/Syk	11	up
GO:0141061	BP	GO:0141061	disruption of cell in another organism	11/364	115/28928	0.095652174	7.601720019	8.007642203	2.38E-07	2.84E-06	1.70E-06	Lyz2/Arg1/Cxcl5/Cxcl10/Gbp2/Cxcl14/Ccl8/Ncf1/Gbp7/Gbp5/Syk	11	up
GO:0045580	BP	GO:0045580	regulation of T cell differentiation	14/364	198/28928	0.070707071	5.619269619	7.362596018	2.46E-07	2.93E-06	1.75E-06	Cd74/Ccr2/Ptprc/H2-Aa/Pf4/Lgals1/Cd44/Irf1/Lilrb4a/Il4ra/Vsir/Runx1/Nckap1l/Syk	14	up
GO:0030851	BP	GO:0030851	granulocyte differentiation	8/364	52/28928	0.153846154	12.22654269	9.146860691	2.70E-07	3.20E-06	1.92E-06	C1qc/Hcls1/Runx1/Inpp5d/Lyn/Ikzf1/Evi2/Rbp1	8	up
GO:0045670	BP	GO:0045670	regulation of osteoclast differentiation	10/364	93/28928	0.107526882	8.545433062	8.227322937	2.81E-07	3.33E-06	1.99E-06	Csf1r/Cebpb/Tyrobp/Ccl9/Lilrb4a/Ccr1/Inpp5d/Mafb/Clec2d/Trem2	10	up
GO:0050869	BP	GO:0050869	negative regulation of B cell activation	7/364	36/28928	0.194444444	15.45299145	9.795194647	2.88E-07	3.39E-06	2.03E-06	Laptm5/Tyrobp/Fcgr2b/Lilrb4a/Inpp5d/Lyn/Samsn1	7	up
GO:0051896	BP	GO:0051896	regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	17/364	299/28928	0.056856187	4.518504906	6.90372595	2.97E-07	3.49E-06	2.09E-06	Mmp3/Csf1r/Lox/Thbs1/Fgr/Xdh/Hcls1/Vav1/Arrb2/Trem2/Pik3ap1/Pik3r5/P2rx4/Sema4d/Ptprj/Ptpn6/Jak2	17	up
GO:2001233	BP	GO:2001233	regulation of apoptotic signaling pathway	21/364	447/28928	0.046979866	3.733608673	6.575145472	2.98E-07	3.49E-06	2.09E-06	Clu/Ctss/Il1b/Ctsl/Cd74/S100a8/Itga6/Ctsc/Ptprc/Thbs1/Fcgr2b/Ptgs2/Cd44/S100a9/Dab2/Arrb2/Sp100/Trem2/Icam1/Steap3/Jak2	21	up
GO:0072678	BP	GO:0072678	T cell migration	9/364	72/28928	0.125	9.934065934	8.568212211	3.03E-07	3.54E-06	2.12E-06	Apod/Ccr2/Coro1a/Msn/Ccl2/Cxcl10/Aif1/Icam1/Ecm1	9	up
GO:0033627	BP	GO:0033627	cell adhesion mediated by integrin	10/364	94/28928	0.106382979	8.454524199	8.171923381	3.11E-07	3.63E-06	2.17E-06	Itga6/Itgam/Itgb2/Lyn/Emilin2/Nckap1l/Icam1/Vcam1/Syk/Ptpn6	10	up
GO:0045429	BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	8/364	53/28928	0.150943396	11.9958532	9.044795438	3.15E-07	3.65E-06	2.19E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Icam1/Tlr2/Jak2	8	up
GO:0010810	BP	GO:0010810	regulation of cell-substrate adhesion	15/364	235/28928	0.063829787	5.07271452	7.076569858	3.45E-07	3.99E-06	2.39E-06	Apod/Spp1/Mmp12/Itga6/Thbs1/Mmp14/Lgals1/Dab2/Cfl1/Efna5/Prex1/Map4k4/Ptprj/Smoc2/Jak2	15	up
GO:0010574	BP	GO:0010574	regulation of vascular endothelial growth factor production	7/364	37/28928	0.189189189	15.03534304	9.643517744	3.51E-07	4.02E-06	2.41E-06	Il1b/Ccr2/Ccl2/Ptgs2/C3ar1/C3/Sulf1	7	up
GO:0036037	BP	GO:0036037	CD8-positive, alpha-beta T cell activation	7/364	37/28928	0.189189189	15.03534304	9.643517744	3.51E-07	4.02E-06	2.41E-06	Irf1/Lilrb4a/Clec4a2/Vsir/Runx1/Clec4a3/Nckap1l	7	up
GO:0043302	BP	GO:0043302	positive regulation of leukocyte degranulation	7/364	37/28928	0.189189189	15.03534304	9.643517744	3.51E-07	4.02E-06	2.41E-06	Fcer1g/Itgam/Itgb2/Fgr/Il4ra/Ptafr/Syk	7	up
GO:0050728	BP	GO:0050728	negative regulation of inflammatory response	13/364	174/28928	0.074712644	5.937602627	7.374532651	3.52E-07	4.03E-06	2.41E-06	Grn/Socs3/Pf4/Acod1/Fcgr2b/Tnfrsf1b/Cd44/Aoah/Sirpa/Trem2/Irgm1/Il10ra/Ptpn6	13	up
GO:0002291	BP	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	5/364	13/28928	0.384615385	30.56635672	12.03651517	3.64E-07	4.13E-06	2.47E-06	Tyrobp/H2-DMb1/Trem2/Icam1/Apbb1ip	5	up
GO:0140971	BP	GO:0140971	regulation of AIM2 inflammasome complex assembly	5/364	13/28928	0.384615385	30.56635672	12.03651517	3.64E-07	4.13E-06	2.47E-06	Ifi207/Gbp2/Mndal/Gbp5/Ifi203	5	up
GO:0032715	BP	GO:0032715	negative regulation of interleukin-6 production	8/364	54/28928	0.148148148	11.77370777	8.945435174	3.66E-07	4.15E-06	2.48E-06	Lilrb4a/Inpp5d/Arrb2/Sirpa/Nckap1l/Cd84/Prg4/Ptpn6	8	up
GO:2000116	BP	GO:2000116	regulation of cysteine-type endopeptidase activity	14/364	205/28928	0.068292683	5.42739212	7.181297136	3.76E-07	4.25E-06	2.54E-06	Laptm5/Lgmn/S100a8/Thbs1/Ptgs2/Cd44/Ifi207/Xdh/Stat1/S100a9/Mndal/Psmb9/Syk/Ifi203	14	up
GO:0048708	BP	GO:0048708	astrocyte differentiation	10/364	97/28928	0.103092784	8.193044069	8.010536665	4.19E-07	4.72E-06	2.83E-06	Il1b/Vim/Csf1r/S100a8/Grn/C1qa/Zeb2/Ifngr1/S100a9/Trem2	10	up
GO:1904407	BP	GO:1904407	positive regulation of nitric oxide metabolic process	8/364	55/28928	0.145454545	11.55964036	8.848657674	4.23E-07	4.76E-06	2.85E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Icam1/Tlr2/Jak2	8	up
GO:0002438	BP	GO:0002438	acute inflammatory response to antigenic stimulus	7/364	38/28928	0.184210526	14.63967611	9.497623785	4.25E-07	4.77E-06	2.85E-06	Il31ra/Fcer1g/Fcgr3/Fcgr2b/Fcgr1/C3/Icam1	7	up
GO:0002224	BP	GO:0002224	toll-like receptor signaling pathway	9/364	75/28928	0.12	9.536703297	8.35638053	4.33E-07	4.84E-06	2.90E-06	S100a8/Irf7/Irf1/Cd300lf/Unc93b1/S100a9/Arrb2/Pik3ap1/Tlr2	9	up
GO:0048661	BP	GO:0048661	positive regulation of smooth muscle cell proliferation	11/364	122/28928	0.090163934	7.165555756	7.703774183	4.35E-07	4.85E-06	2.90E-06	Thbs1/Ptgs2/Cyba/Aif1/C3ar1/Stat1/Ptafr/Jun/Sulf1/P2ry6/Jak2	11	up
GO:0002702	BP	GO:0002702	positive regulation of production of molecular mediator of immune response	12/364	149/28928	0.080536913	6.400472011	7.460705233	4.45E-07	4.93E-06	2.95E-06	B2m/Il1b/Fcer1g/Cd74/Laptm5/Ptprc/Rsad2/Il4ra/Il13ra1/Tlr2/Arid5a/Syk	12	up
GO:0010950	BP	GO:0010950	positive regulation of endopeptidase activity	12/364	149/28928	0.080536913	6.400472011	7.460705233	4.45E-07	4.93E-06	2.95E-06	Laptm5/Lgmn/S100a8/Ifi207/Xdh/Vsir/Stat1/S100a9/Lyn/Mndal/Syk/Ifi203	12	up
GO:0046209	BP	GO:0046209	nitric oxide metabolic process	10/364	98/28928	0.102040816	8.109441579	7.958277596	4.62E-07	5.10E-06	3.05E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Sirpa/Icam1/P2rx4/Tlr2/Jak2	10	up
GO:0007160	BP	GO:0007160	cell-matrix adhesion	15/364	241/28928	0.062240664	4.946422872	6.944843307	4.75E-07	5.24E-06	3.13E-06	Apod/Mmp12/Itga6/Itgam/Itgb2/Thbs1/Mmp14/Col3a1/Cfl1/Sirpa/Efna5/Vcam1/Map4k4/Ptprj/Actn1	15	up
GO:0050853	BP	GO:0050853	B cell receptor signaling pathway	8/364	56/28928	0.142857143	11.35321821	8.754348351	4.88E-07	5.36E-06	3.21E-06	Ptprc/Lyn/Cd38/Nckap1l/Syk/Plcl2/Cmtm3/Ptpn6	8	up
GO:0051897	BP	GO:0051897	positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	14/364	211/28928	0.066350711	5.273058695	7.032397799	5.33E-07	5.84E-06	3.49E-06	Csf1r/Thbs1/Fgr/Hcls1/Vav1/Arrb2/Trem2/Pik3ap1/Pik3r5/P2rx4/Sema4d/Ptprj/Ptpn6/Jak2	14	up
GO:0045428	BP	GO:0045428	regulation of nitric oxide biosynthetic process	9/364	77/28928	0.116883117	9.288996718	8.22166491	5.44E-07	5.95E-06	3.56E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Sirpa/Icam1/Tlr2/Jak2	9	up
GO:0010759	BP	GO:0010759	positive regulation of macrophage chemotaxis	6/364	25/28928	0.24	19.07340659	10.20543308	5.51E-07	6.00E-06	3.59E-06	Csf1r/Ccl2/Thbs1/C3ar1/Ptprj/Cmklr1	6	up
GO:2001057	BP	GO:2001057	reactive nitrogen species metabolic process	10/364	100/28928	0.1	7.947252747	7.855950167	5.58E-07	6.06E-06	3.63E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Sirpa/Icam1/P2rx4/Tlr2/Jak2	10	up
GO:0045581	BP	GO:0045581	negative regulation of T cell differentiation	8/364	57/28928	0.140350877	11.15403894	8.662399651	5.62E-07	6.09E-06	3.64E-06	Cd74/Pf4/Lgals1/Cd44/Irf1/Lilrb4a/Il4ra/Runx1	8	up
GO:0030522	BP	GO:0030522	intracellular receptor signaling pathway	19/364	388/28928	0.048969072	3.891695933	6.473428865	5.91E-07	6.39E-06	3.82E-06	Fabp5/Irf7/Irf1/Ifi207/Rsad2/Gbp2/Unc93b1/Dab2/Mndal/Ddx60/Trem2/Irgm1/Pik3ap1/Prcp/Gbp5/Trex1/Ifi203/Errfi1/Jak2	19	up
GO:2000515	BP	GO:2000515	negative regulation of CD4-positive, alpha-beta T cell activation	7/364	40/28928	0.175	13.90769231	9.221737157	6.15E-07	6.63E-06	3.96E-06	Pf4/Lgals1/Cd44/Irf1/Il4ra/Vsir/Runx1	7	up
GO:0045766	BP	GO:0045766	positive regulation of angiogenesis	13/364	184/28928	0.070652174	5.614906832	7.089100358	6.68E-07	7.17E-06	4.29E-06	Il1b/Cybb/Grn/Itgb2/Thbs1/Btg1/C3ar1/C3/Runx1/Pik3cd/Emilin2/Ecm1/Smoc2	13	up
GO:0001912	BP	GO:0001912	positive regulation of leukocyte mediated cytotoxicity	10/364	102/28928	0.098039216	7.791424262	7.756425651	6.71E-07	7.17E-06	4.29E-06	H2-K1/B2m/H2-D1/Arg1/Ptprc/Itgam/Tyrobp/Ccl2/H2-Q7/Vav1	10	up
GO:0042100	BP	GO:0042100	B cell proliferation	10/364	102/28928	0.098039216	7.791424262	7.756425651	6.71E-07	7.17E-06	4.29E-06	Cd74/Cfb/Ptprc/Tyrobp/Fcgr2b/Inpp5d/Lyn/Cd38/Nckap1l/Plcl2	10	up
GO:0010573	BP	GO:0010573	vascular endothelial growth factor production	7/364	41/28928	0.170731707	13.5684803	9.091098302	7.34E-07	7.80E-06	4.66E-06	Il1b/Ccr2/Ccl2/Ptgs2/C3ar1/C3/Sulf1	7	up
GO:0030574	BP	GO:0030574	collagen catabolic process	7/364	41/28928	0.170731707	13.5684803	9.091098302	7.34E-07	7.80E-06	4.66E-06	Mmp3/Ctss/Ctsb/Ctsl/Mmp12/Mmp14/Vsir	7	up
GO:0080164	BP	GO:0080164	regulation of nitric oxide metabolic process	9/364	80/28928	0.1125	8.940659341	8.028540105	7.57E-07	8.02E-06	4.80E-06	Clu/Il1b/Itgb2/Ptgs2/Aif1/Sirpa/Icam1/Tlr2/Jak2	9	up
GO:0045582	BP	GO:0045582	positive regulation of T cell differentiation	11/364	129/28928	0.085271318	6.776727149	7.423024325	7.62E-07	8.06E-06	4.82E-06	Cd74/Ccr2/Ptprc/H2-Aa/Irf1/Lilrb4a/Il4ra/Vsir/Runx1/Nckap1l/Syk	11	up
GO:0016485	BP	GO:0016485	protein processing	16/364	285/28928	0.056140351	4.461615577	6.629562854	7.85E-07	8.27E-06	4.95E-06	Ctss/Ctsl/Lgmn/Srgn/Thbs1/Mmp14/Ctsz/Ifi207/Vsir/Mafb/Mndal/Masp1/C1ra/Cwh43/Ifi203/Il1r2	16	up
GO:1904018	BP	GO:1904018	positive regulation of vasculature development	13/364	187/28928	0.069518717	5.524828113	7.007527801	8.02E-07	8.43E-06	5.05E-06	Il1b/Cybb/Grn/Itgb2/Thbs1/Btg1/C3ar1/C3/Runx1/Pik3cd/Emilin2/Ecm1/Smoc2	13	up
GO:0140970	BP	GO:0140970	AIM2 inflammasome complex assembly	5/364	15/28928	0.333333333	26.49084249	11.14746502	8.31E-07	8.71E-06	5.21E-06	Ifi207/Gbp2/Mndal/Gbp5/Ifi203	5	up
GO:0031334	BP	GO:0031334	positive regulation of protein-containing complex assembly	14/364	219/28928	0.063926941	5.080435546	6.842462476	8.33E-07	8.71E-06	5.21E-06	Clu/Mmp3/Isg15/Lcp1/Msn/Abca1/Plek/Gbp2/Nckap1l/Ikzf1/Icam1/Nav3/Gbp5/Syk	14	up
GO:0007596	BP	GO:0007596	blood coagulation	13/364	188/28928	0.069148936	5.495440729	6.980727677	8.52E-07	8.89E-06	5.32E-06	Fcer1g/Pf4/Thbs1/Plek/Lilrb4a/S100a9/Lyn/Emilin2/F13a1/Syk/Ptprj/Ptpn6/Jak2	13	up
GO:0046637	BP	GO:0046637	regulation of alpha-beta T cell differentiation	9/364	82/28928	0.109756098	8.722594479	7.905334194	9.36E-07	9.73E-06	5.82E-06	Ccr2/Pf4/Lgals1/Irf1/Lilrb4a/Il4ra/Runx1/Nckap1l/Syk	9	up
GO:0061515	BP	GO:0061515	myeloid cell development	10/364	106/28928	0.094339623	7.497408252	7.56526088	9.60E-07	9.93E-06	5.94E-06	Csf1r/Cebpb/Itgam/Tyrobp/Nckap1l/Pip4k2a/Nrros/Tlr2/Ptpn6/Arid4a	10	up
GO:0050851	BP	GO:0050851	antigen receptor-mediated signaling pathway	13/364	190/28928	0.068421053	5.437593985	6.927698394	9.60E-07	9.93E-06	5.94E-06	Laptm5/Ptprc/Lilrb4a/Lyn/Cd38/Themis2/Nckap1l/Lcp2/Syk/Plcl2/Cmtm3/Ptprj/Ptpn6	13	up
GO:0006958	BP	GO:0006958	complement activation, classical pathway	7/364	43/28928	0.162790698	12.93738819	8.843012445	1.03E-06	1.06E-05	6.34E-06	C1qb/C1qa/C1qc/C3/C1s1/Trem2/C1ra	7	up
GO:0030224	BP	GO:0030224	monocyte differentiation	7/364	43/28928	0.162790698	12.93738819	8.843012445	1.03E-06	1.06E-05	6.34E-06	Il31ra/Cd74/Ifi207/Inpp5d/Mndal/Jun/Ifi203	7	up
