	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Xrn2	0.00169457	0.394175284	0.039	0.031	1	RIR	Xrn2
Eif3k	0.001705905	-0.334911701	0.092	0.104	1	RIR	Eif3k
Dennd1a	0.00170865	0.349763506	0.051	0.041	1	RIR	Dennd1a
Kpna2	0.001715656	-0.396657322	0.009	0.013	1	RIR	Kpna2
Prr14l	0.001719144	0.571213013	0.027	0.02	1	RIR	Prr14l
Nudt4	0.00172776	-0.344423782	0.22	0.231	1	RIR	Nudt4
Mea1	0.001728769	-0.249761283	0.029	0.036	1	RIR	Mea1
Gcnt2	0.001752745	0.617955091	0.011	0.007	1	RIR	Gcnt2
Dnm3	0.001758785	0.219976313	0.053	0.044	1	RIR	Dnm3
Irf2	0.001772821	0.257176025	0.043	0.034	1	RIR	Irf2
D7Ertd443e	0.001774176	0.169047923	0.016	0.011	1	RIR	D7Ertd443e
Psme2	0.001794417	0.114942594	0.094	0.081	1	RIR	Psme2
Piga	0.001798947	0.205549371	0.072	0.061	1	RIR	Piga
Klf2	0.001808509	0.338223975	0.011	0.007	1	RIR	Klf2
Polr1d	0.001811168	-0.251163234	0.113	0.125	1	RIR	Polr1d
Stim2	0.001831403	0.785906333	0.029	0.022	1	RIR	Stim2
Ccdc9	0.001846114	1.072732296	0.011	0.007	1	RIR	Ccdc9
Fxyd6	0.00185204	-0.52255051	0.019	0.025	1	RIR	Fxyd6
Ncoa7	0.001856737	0.587999441	0.02	0.014	1	RIR	Ncoa7
Sdcbp	0.001857781	0.109634715	0.104	0.091	1	RIR	Sdcbp
Hat1	0.001869127	0.291049723	0.032	0.025	1	RIR	Hat1
Med20	0.001877928	0.890912182	0.013	0.008	1	RIR	Med20
Faf1	0.001879451	0.182197268	0.059	0.049	1	RIR	Faf1
Fhod1	0.001882606	0.38207839	0.013	0.008	1	RIR	Fhod1
Iqgap2	0.001883603	0.195990935	0.026	0.02	1	RIR	Iqgap2
Ythdf1	0.001898719	0.160579303	0.025	0.018	1	RIR	Ythdf1
Junb	0.001911441	0.14008826	0.11	0.096	1	RIR	Junb
Ubtd1	0.00191203	0.166662106	0.033	0.026	1	RIR	Ubtd1
Stc1	0.001917399	0.654884281	0.01	0.006	1	RIR	Stc1
Coa3	0.001938467	-0.378713432	0.092	0.104	1	RIR	Coa3
Nmi	0.001959461	0.183427321	0.047	0.038	1	RIR	Nmi
Tmem106a	0.001966816	0.985656993	0.014	0.009	1	RIR	Tmem106a
Arhgef2	0.001972774	0.328118404	0.024	0.018	1	RIR	Arhgef2
Wdfy3	0.001975623	0.127315536	0.065	0.054	1	RIR	Wdfy3
Rnf115	0.001978532	0.190092452	0.036	0.028	1	RIR	Rnf115
Lyrm9	0.001981073	-0.773937167	0.006	0.01	1	RIR	Lyrm9
Acly	0.001985962	-0.592549844	0.054	0.063	1	RIR	Acly
Brk1	0.001998079	-0.426394945	0.064	0.074	1	RIR	Brk1
Hspa1a	0.00200363	-0.456138849	0.065	0.075	1	RIR	Hspa1a
Tnfaip8	0.002009804	0.220786384	0.049	0.04	1	RIR	Tnfaip8
Pglyrp1	0.002012202	0.301475018	0.261	0.244	1	RIR	Pglyrp1
Acsl4	0.002021134	0.424821095	0.029	0.022	1	RIR	Acsl4
Eif3g	0.002022587	-0.390969698	0.026	0.033	1	RIR	Eif3g
Klk11	0.002022926	0.48269647	0.016	0.011	1	RIR	Klk11
Spr	0.002027734	-0.63294638	0.025	0.032	1	RIR	Spr
Abcg1	0.002034187	0.723167597	0.029	0.022	1	RIR	Abcg1
Tyro3	0.002038097	0.272834038	0.022	0.016	1	RIR	Tyro3
N4bp1	0.002050424	0.467129974	0.03	0.023	1	RIR	N4bp1
Taf1d	0.002054199	0.221267546	0.037	0.029	1	RIR	Taf1d
Mab21l1	0.002056864	-1.557175985	0.008	0.012	1	RIR	Mab21l1
Lrat	0.00205697	-0.628939616	0.011	0.015	1	RIR	Lrat
Zbtb8a	0.002057664	-1.34641372	0.007	0.011	1	RIR	Zbtb8a
Pde4b	0.002061318	0.139821552	0.028	0.021	1	RIR	Pde4b
Fem1c	0.002081999	0.226121962	0.027	0.021	1	RIR	Fem1c
Rilpl2	0.002084808	0.828464427	0.011	0.007	1	RIR	Rilpl2
Ankfy1	0.002091402	0.428267358	0.044	0.036	1	RIR	Ankfy1
Rbm25	0.00209159	0.118047952	0.089	0.077	1	RIR	Rbm25
Mark2	0.002121157	0.18784844	0.06	0.05	1	RIR	Mark2
Inpp5a	0.002126867	0.255996659	0.038	0.03	1	RIR	Inpp5a
Stk40	0.002128488	0.177317936	0.029	0.022	1	RIR	Stk40
Phip	0.002128871	0.350642675	0.086	0.075	1	RIR	Phip
Zfp710	0.002136488	0.313754594	0.035	0.027	1	RIR	Zfp710
Stk4	0.002137042	0.54961917	0.022	0.016	1	RIR	Stk4
Ptprk	0.002185369	0.191486298	0.059	0.05	1	RIR	Ptprk
Hk2	0.002187435	0.491849233	0.033	0.026	1	RIR	Hk2
Dock7	0.002191941	0.424389574	0.039	0.031	1	RIR	Dock7
Tram2	0.002196425	0.496514158	0.016	0.011	1	RIR	Tram2
Gm37240	0.002207179	0.320633045	0.068	0.058	1	RIR	Gm37240
Ppic	0.002208648	0.224980094	0.039	0.031	1	RIR	Ppic
Gm8797	0.002210163	0.517911733	0.015	0.01	1	RIR	Gm8797
Adm	0.002215152	0.502118969	0.014	0.009	1	RIR	Adm
Slc24a2	0.002215831	0.408761803	0.015	0.01	1	RIR	Slc24a2
Metrnl	0.002217647	0.135187953	0.024	0.018	1	RIR	Metrnl
Adcy6	0.002227184	0.338018149	0.024	0.018	1	RIR	Adcy6
Atp5h	0.002233795	-0.289483402	0.15	0.163	1	RIR	Atp5h
Csnk1g1	0.002238757	0.289041894	0.036	0.028	1	RIR	Csnk1g1
Slc22a17	0.002244074	-0.688902349	0.016	0.021	1	RIR	Slc22a17
Tgfb1	0.002253285	0.761365964	0.012	0.008	1	RIR	Tgfb1
Usf1	0.002290813	0.27675586	0.02	0.015	1	RIR	Usf1
Ccdc88a	0.002300066	0.581920708	0.023	0.017	1	RIR	Ccdc88a
Dpp8	0.002302583	0.400551662	0.034	0.026	1	RIR	Dpp8
Ophn1	0.002320497	0.450489236	0.024	0.018	1	RIR	Ophn1
Lyl1	0.002329268	0.983256143	0.016	0.011	1	RIR	Lyl1
Nr4a2	0.002335896	0.698128835	0.013	0.009	1	RIR	Nr4a2
Foxo1	0.002369638	0.174680568	0.051	0.042	1	RIR	Foxo1
Crlf2	0.002383959	0.159316714	0.021	0.015	1	RIR	Crlf2
Ap1s2	0.002386789	0.672038163	0.014	0.01	1	RIR	Ap1s2
Romo1	0.002393767	-0.335838411	0.125	0.137	1	RIR	Romo1
Ccdc124	0.002410117	-0.101251387	0.018	0.024	1	RIR	Ccdc124
Dapp1	0.002425826	0.371560097	0.026	0.02	1	RIR	Dapp1
Mrpl51	0.002428983	-0.186090186	0.115	0.128	1	RIR	Mrpl51
Cnppd1	0.002440786	0.704333951	0.017	0.012	1	RIR	Cnppd1
Ireb2	0.002451459	0.177636582	0.037	0.029	1	RIR	Ireb2
Itfg2	0.002461589	-0.803973044	0.006	0.01	1	RIR	Itfg2
Irak4	0.002475856	0.432613754	0.025	0.019	1	RIR	Irak4
Ttc13	0.002479149	0.250469817	0.017	0.012	1	RIR	Ttc13
Arhgap22	0.002482688	0.342799455	0.021	0.015	1	RIR	Arhgap22
Helz	0.002518883	-0.184506558	0.034	0.027	1	RIR	Helz
L3mbtl3	0.002523106	0.196782266	0.016	0.011	1	RIR	L3mbtl3
Nsf	0.002532362	0.234404129	0.045	0.037	1	RIR	Nsf
Mdfic	0.002538199	0.357410381	0.032	0.025	1	RIR	Mdfic
Foxn2	0.002538977	0.532957605	0.018	0.012	1	RIR	Foxn2
Ednrb	0.002540164	-0.520649875	0.037	0.045	1	RIR	Ednrb
Nup155	0.002549516	0.419743478	0.011	0.007	1	RIR	Nup155
Add3	0.002555849	-0.259512121	0.065	0.075	1	RIR	Add3
Tcirg1	0.00255715	0.93936691	0.011	0.007	1	RIR	Tcirg1
Rptor	0.002565139	0.21799136	0.032	0.025	1	RIR	Rptor
Rcor1	0.002570129	0.278650443	0.039	0.031	1	RIR	Rcor1
Adgre5	0.002575848	0.521633748	0.019	0.013	1	RIR	Adgre5
1110059E24Rik	0.002590892	0.372554463	0.034	0.027	1	RIR	1110059E24Rik
Fzd1	0.002591541	0.30389591	0.035	0.028	1	RIR	Fzd1
Sgpl1	0.002608966	0.400226549	0.031	0.024	1	RIR	Sgpl1
Ap2s1	0.002609181	0.241426718	0.07	0.059	1	RIR	Ap2s1
Kdm5a	0.002671678	0.280122141	0.036	0.028	1	RIR	Kdm5a
Cbl	0.002687513	0.536469685	0.042	0.034	1	RIR	Cbl
Igsf3	0.002701012	0.274003036	0.043	0.035	1	RIR	Igsf3
Sdc2	0.002722881	-0.369716741	0.035	0.043	1	RIR	Sdc2
Mlxip	0.002727609	0.546682266	0.018	0.012	1	RIR	Mlxip
Bin3	0.00273035	0.74984759	0.012	0.008	1	RIR	Bin3
Mapk11	0.002751633	-0.348655096	0.016	0.022	1	RIR	Mapk11
Nme2	0.002782531	-0.265445107	0.155	0.167	1	RIR	Nme2
Cog2	0.002820461	0.922470073	0.012	0.007	1	RIR	Cog2
1600012H06Rik	0.002821601	0.632081903	0.011	0.007	1	RIR	1600012H06Rik
Epb41l4aos	0.002825948	0.465989134	0.019	0.013	1	RIR	Epb41l4aos
Gatad2b	0.002841346	0.240303947	0.035	0.028	1	RIR	Gatad2b
Ptpn12	0.002852082	0.171448095	0.027	0.021	1	RIR	Ptpn12
Crlf3	0.002855423	0.542592803	0.02	0.015	1	RIR	Crlf3
Alpk1	0.002865534	0.341790042	0.022	0.016	1	RIR	Alpk1
Eps15	0.00289167	0.252070389	0.045	0.037	1	RIR	Eps15
Nedd9	0.002906195	0.107001118	0.016	0.011	1	RIR	Nedd9
Dennd5a	0.002914372	0.126902218	0.03	0.023	1	RIR	Dennd5a
Nfxl1	0.002936403	0.6380091	0.011	0.007	1	RIR	Nfxl1
Il1f9	0.002959457	-0.275605805	0.015	0.02	1	RIR	Il1f9
Ndufa9	0.002962258	-0.518840083	0.035	0.043	1	RIR	Ndufa9
Git2	0.002969915	0.193927776	0.023	0.017	1	RIR	Git2
Chmp2a	0.002976122	-0.277834765	0.158	0.169	1	RIR	Chmp2a
Fnbp1	0.002980426	0.424647759	0.056	0.047	1	RIR	Fnbp1
Phf14	0.002984287	0.111213721	0.066	0.055	1	RIR	Phf14
Cstb	0.002994753	-0.192289742	0.221	0.234	1	RIR	Cstb
Pdia4	0.003006008	0.160472816	0.032	0.025	1	RIR	Pdia4
Cpq	0.003013279	0.219798931	0.051	0.042	1	RIR	Cpq
Ltf	0.003016592	0.268662372	0.008	0.012	1	RIR	Ltf
Pdzrn3	0.003037968	0.369335745	0.055	0.046	1	RIR	Pdzrn3
Itga2b	0.003043327	-0.430452202	0.008	0.012	1	RIR	Itga2b
Itpr2	0.003051858	0.249829244	0.062	0.053	1	RIR	Itpr2
Znfx1	0.003061285	0.556778622	0.021	0.015	1	RIR	Znfx1
Chic2	0.003080947	0.245797888	0.041	0.033	1	RIR	Chic2
Cept1	0.003095253	0.101818312	0.049	0.041	1	RIR	Cept1
Rnf216	0.003099334	0.421866249	0.033	0.026	1	RIR	Rnf216
Foxp2	0.00311917	-0.608533437	0.016	0.021	1	RIR	Foxp2
Akap17b	0.003121472	0.326327322	0.012	0.008	1	RIR	Akap17b
Hira	0.003125517	0.597740512	0.022	0.016	1	RIR	Hira
D8Ertd738e	0.003129588	-0.619401735	0.043	0.052	1	RIR	D8Ertd738e
Cdk1	0.003164431	-0.467167361	0.01	0.015	1	RIR	Cdk1
Gpx1	0.003166589	-0.368808021	0.13	0.142	1	RIR	Gpx1
Fbxl5	0.003172365	0.272690364	0.036	0.029	1	RIR	Fbxl5
Epc2	0.003188356	0.203302528	0.031	0.024	1	RIR	Epc2
Lfng	0.003197353	0.77529128	0.014	0.01	1	RIR	Lfng
Ltbr	0.003211796	0.420684188	0.054	0.045	1	RIR	Ltbr
Lama3	0.003223097	0.167099963	0.056	0.047	1	RIR	Lama3
Cacna1g	0.003228376	-0.197201921	0.012	0.016	1	RIR	Cacna1g
Ythdf3	0.003239335	0.177667562	0.061	0.051	1	RIR	Ythdf3
Pdia6	0.003249997	0.158072158	0.069	0.058	1	RIR	Pdia6
Spock2	0.003264419	-0.275174356	0.023	0.03	1	RIR	Spock2
Ppm1g	0.003269669	0.231939702	0.044	0.036	1	RIR	Ppm1g
Atg7	0.003326326	0.376751636	0.017	0.012	1	RIR	Atg7
Ide	0.003338094	-0.385118808	0.055	0.065	1	RIR	Ide
1-Mar	0.003338476	0.609212313	0.025	0.019	1	RIR	1-Mar
Sec11c	0.003350209	0.282285907	0.036	0.028	1	RIR	Sec11c
Cndp2	0.003353901	0.967113622	0.023	0.018	1	RIR	Cndp2
Tstd3	0.003379869	-1.004917999	0.015	0.02	1	RIR	Tstd3
Yipf5	0.003383953	0.112584813	0.038	0.03	1	RIR	Yipf5
Wls	0.003386423	0.19522019	0.078	0.067	1	RIR	Wls
Gas6	0.003390048	-0.373439303	0.098	0.109	1	RIR	Gas6
Ldhb	0.003394263	-0.511718325	0.019	0.025	1	RIR	Ldhb
Ids	0.003399353	-0.267069336	0.035	0.043	1	RIR	Ids
Tmem64	0.003407005	-0.619187192	0.022	0.028	1	RIR	Tmem64
Ccnl1	0.003413732	0.177322581	0.04	0.032	1	RIR	Ccnl1
Pcbd2	0.003458113	-0.698792434	0.033	0.04	1	RIR	Pcbd2
Aaas	0.00346387	0.128463384	0.048	0.039	1	RIR	Aaas
Ankra2	0.003476561	-0.420702069	0.012	0.017	1	RIR	Ankra2
Sdf4	0.00348788	0.200563927	0.063	0.053	1	RIR	Sdf4
Ndufb4	0.003505169	-0.228244361	0.087	0.098	1	RIR	Ndufb4
Il20rb	0.003526598	-0.826977794	0.011	0.015	1	RIR	Il20rb
Serinc2	0.003538127	0.50037961	0.018	0.013	1	RIR	Serinc2
Fam98a	0.003546398	0.444139182	0.028	0.021	1	RIR	Fam98a
Eif3f	0.003552292	-0.337192893	0.141	0.152	1	RIR	Eif3f
Cnot4	0.003575681	0.185005585	0.035	0.028	1	RIR	Cnot4
Brd3	0.003577567	-0.178840616	0.04	0.032	1	RIR	Brd3
Pitpnm3	0.003586174	-0.934478884	0.015	0.02	1	RIR	Pitpnm3
Btbd7	0.003602526	0.121479605	0.044	0.035	1	RIR	Btbd7
Zfyve1	0.003608243	0.657623943	0.016	0.011	1	RIR	Zfyve1
Papss2	0.003612437	-0.771785369	0.018	0.023	1	RIR	Papss2
Map3k7	0.003646146	0.425693336	0.027	0.021	1	RIR	Map3k7
Gm33037	0.003647536	0.641524974	0.01	0.006	1	RIR	Gm33037
Rbm6	0.003680747	0.201323548	0.059	0.05	1	RIR	Rbm6
Timm10b	0.00370806	0.576998894	0.026	0.02	1	RIR	Timm10b
Cdca3	0.003709073	-0.312342777	0.008	0.011	1	RIR	Cdca3
Tbc1d4	0.003711414	0.789220775	0.017	0.012	1	RIR	Tbc1d4
Acin1	0.003711679	0.113611005	0.072	0.061	1	RIR	Acin1
Fnip1	0.003712275	0.269429637	0.033	0.026	1	RIR	Fnip1
Gstcd	0.003715427	0.20989478	0.012	0.008	1	RIR	Gstcd
Birc5	0.003723182	-0.253760282	0.019	0.025	1	RIR	Birc5
Msl3	0.003746254	0.579276531	0.017	0.012	1	RIR	Msl3
Extl3	0.00377831	0.404199763	0.026	0.02	1	RIR	Extl3
Glb1	0.003820027	0.488584623	0.022	0.017	1	RIR	Glb1
Ubald2	0.00383056	-0.345382877	0.03	0.037	1	RIR	Ubald2
Grpel1	0.003845188	-0.71451266	0.027	0.034	1	RIR	Grpel1
Tmem154	0.003871695	0.268124809	0.031	0.024	1	RIR	Tmem154
Cep128	0.003887022	0.794275988	0.011	0.007	1	RIR	Cep128
C4b	0.00389894	0.433005726	0.047	0.039	1	RIR	C4b
Llgl2	0.00393793	-0.712532871	0.022	0.028	1	RIR	Llgl2
Trip11	0.00394392	0.213468185	0.043	0.035	1	RIR	Trip11
Csgalnact2	0.003950008	0.465401064	0.013	0.009	1	RIR	Csgalnact2
Tab2	0.003958881	0.231102344	0.053	0.044	1	RIR	Tab2
Snx30	0.00396731	0.3635177	0.016	0.011	1	RIR	Snx30
Cyp2a5	0.003967705	0.279882611	0.044	0.036	1	RIR	Cyp2a5
Scarb1	0.003970019	0.430560659	0.013	0.008	1	RIR	Scarb1
Mindy3	0.004022762	0.138237673	0.054	0.045	1	RIR	Mindy3
Eif6	0.004040476	-0.497885195	0.049	0.057	1	RIR	Eif6
Otud5	0.004051672	0.359391522	0.03	0.023	1	RIR	Otud5
Vps29	0.004085676	-0.405685545	0.026	0.033	1	RIR	Vps29
Tmem132c	0.004096912	-0.286102282	0.021	0.026	1	RIR	Tmem132c
Ddx27	0.004121313	0.416995159	0.017	0.012	1	RIR	Ddx27
Snx21	0.004134133	-0.711963222	0.013	0.017	1	RIR	Snx21
Sod1	0.004153497	-0.296177315	0.1	0.111	1	RIR	Sod1
Nus1	0.004198906	0.489243011	0.036	0.029	1	RIR	Nus1
Col18a1	0.004230769	0.338354669	0.022	0.016	1	RIR	Col18a1
Nabp2	0.004231754	-0.348031106	0.013	0.017	1	RIR	Nabp2
Rab7	0.00423328	0.357094192	0.074	0.064	1	RIR	Rab7
Myzap	0.00425174	0.519323618	0.019	0.014	1	RIR	Myzap
Camk2d	0.004284597	0.151172931	0.056	0.047	1	RIR	Camk2d
Sfxn5	0.004302621	0.519785794	0.014	0.01	1	RIR	Sfxn5
Tsc22d1	0.00430434	0.123989183	0.098	0.086	1	RIR	Tsc22d1
Parp12	0.004315245	0.127505287	0.037	0.03	1	RIR	Parp12
Ndufaf8	0.004348118	-0.223240452	0.023	0.029	1	RIR	Ndufaf8
Mcm4	0.00435621	0.376355617	0.019	0.014	1	RIR	Mcm4
Usf3	0.004366992	0.193003095	0.022	0.016	1	RIR	Usf3
Uxt	0.004381814	-0.367212932	0.017	0.022	1	RIR	Uxt
Cnn2	0.004395677	0.421659705	0.054	0.045	1	RIR	Cnn2
Rpl27a	0.004421407	-0.135337343	0.401	0.407	1	RIR	Rpl27a
Ndufb2	0.0044383	-0.665235415	0.057	0.066	1	RIR	Ndufb2
Tmtc2	0.004446991	0.192777412	0.126	0.112	1	RIR	Tmtc2
Cdt1	0.0044588	0.468803882	0.01	0.006	1	RIR	Cdt1
Proser2	0.004462393	-0.726607585	0.013	0.018	1	RIR	Proser2
Sypl	0.004479435	-0.360169072	0.129	0.14	1	RIR	Sypl
Cd109	0.004491083	-0.822711703	0.036	0.043	1	RIR	Cd109
Vti1b	0.004496096	-0.431168313	0.057	0.066	1	RIR	Vti1b
Lacc1	0.004536996	1.050318096	0.011	0.007	1	RIR	Lacc1
Snu13	0.004590691	-0.449610358	0.037	0.044	1	RIR	Snu13
Ccdc3	0.004612022	-0.147621045	0.036	0.043	1	RIR	Ccdc3
Ppdpf	0.004625771	-0.65077905	0.015	0.02	1	RIR	Ppdpf
Rhoj	0.004649332	0.239358509	0.046	0.038	1	RIR	Rhoj
Pecam1	0.004677501	0.370126775	0.016	0.012	1	RIR	Pecam1
Slc5a8	0.004701971	-0.348869959	0.049	0.057	1	RIR	Slc5a8
Wdr3	0.004707981	0.472731875	0.012	0.008	1	RIR	Wdr3
Mtmr6	0.004711321	0.173229961	0.034	0.027	1	RIR	Mtmr6
Uty	0.004724196	0.301075608	0.032	0.025	1	RIR	Uty
Cbx5	0.004753961	0.197215704	0.041	0.033	1	RIR	Cbx5
Cd59a	0.004773049	-0.563142574	0.032	0.039	1	RIR	Cd59a
Vgll4	0.004774486	0.235698042	0.04	0.033	1	RIR	Vgll4
Nusap1	0.004846821	-0.680943518	0.007	0.011	1	RIR	Nusap1
Plp2	0.004850721	-0.539649839	0.015	0.02	1	RIR	Plp2
Kat2b	0.0048528	0.277536018	0.037	0.03	1	RIR	Kat2b
Tbc1d9b	0.004857948	0.25963616	0.017	0.012	1	RIR	Tbc1d9b
Mapkbp1	0.004868022	0.240186812	0.016	0.011	1	RIR	Mapkbp1
Large1	0.004880402	0.287484431	0.04	0.033	1	RIR	Large1
Tmem176b	0.004896589	0.466128132	0.046	0.038	1	RIR	Tmem176b
Cspp1	0.004942494	0.336402496	0.041	0.033	1	RIR	Cspp1
Kansl2	0.004966988	0.161312654	0.022	0.017	1	RIR	Kansl2
Prkaa1	0.004981276	0.357307828	0.022	0.016	1	RIR	Prkaa1
Map4	0.00498744	0.145418952	0.162	0.147	1	RIR	Map4
Cthrc1	0.004990468	0.630565176	0.013	0.009	1	RIR	Cthrc1
Ift172	0.004992925	-0.28249025	0.007	0.011	1	RIR	Ift172
Golga4	0.004995698	-0.100416644	0.087	0.075	1	RIR	Golga4
Il1rl2	0.004999682	0.388301724	0.017	0.012	1	RIR	Il1rl2
Nlgn1	0.005027949	-0.559338597	0.016	0.021	1	RIR	Nlgn1
Ybx3	0.005097972	-0.324575329	0.155	0.166	1	RIR	Ybx3
Brpf1	0.00513217	0.550132622	0.01	0.006	1	RIR	Brpf1
Zfp706	0.005171878	-0.423848643	0.105	0.115	1	RIR	Zfp706
Vdr	0.005197979	0.401752895	0.01	0.006	1	RIR	Vdr
Wdfy2	0.005238856	0.328633624	0.029	0.022	1	RIR	Wdfy2
Sox15	0.005239063	-0.709828367	0.009	0.013	1	RIR	Sox15
Ppl	0.005252408	-0.190562793	0.286	0.297	1	RIR	Ppl
Gk	0.005275995	0.138984383	0.086	0.075	1	RIR	Gk
Ptprd	0.005282752	-0.401987313	0.076	0.086	1	RIR	Ptprd
Fstl4	0.005299146	-0.871722174	0.008	0.012	1	RIR	Fstl4
Col5a1	0.005304122	0.291260614	0.058	0.049	1	RIR	Col5a1
Egr1	0.00531637	0.288323499	0.027	0.021	1	RIR	Egr1
Ccnt2	0.005331295	0.430908011	0.031	0.025	1	RIR	Ccnt2
Pum1	0.00533618	0.177438652	0.051	0.043	1	RIR	Pum1
Slc1a1	0.005336489	-0.551619399	0.058	0.067	1	RIR	Slc1a1
Smpd2	0.00535226	-0.346802008	0.018	0.024	1	RIR	Smpd2
Man1c1	0.005362514	0.527480318	0.022	0.017	1	RIR	Man1c1
Gngt2	0.005375798	0.836148989	0.014	0.01	1	RIR	Gngt2
Efemp1	0.005376283	-0.208580288	0.14	0.125	1	RIR	Efemp1
Osbpl3	0.005394769	0.317015071	0.047	0.039	1	RIR	Osbpl3
Chchd2	0.00539969	-0.224590834	0.177	0.19	1	RIR	Chchd2
Rap1a	0.005404554	0.103688355	0.061	0.051	1	RIR	Rap1a
Gbf1	0.005409959	0.252619354	0.052	0.043	1	RIR	Gbf1
Umad1	0.005421114	0.328113812	0.019	0.014	1	RIR	Umad1
Srcap	0.00542383	0.159905829	0.036	0.029	1	RIR	Srcap
Mknk1	0.005452313	0.498494756	0.016	0.011	1	RIR	Mknk1
Col4a1	0.005476747	0.108641219	0.066	0.056	1	RIR	Col4a1
Fbxo11	0.005497696	0.169089872	0.052	0.044	1	RIR	Fbxo11
Ppm1h	0.005498447	0.163997284	0.026	0.02	1	RIR	Ppm1h
Ndufaf3	0.005498925	-0.286818314	0.012	0.016	1	RIR	Ndufaf3
Zfp263	0.005510728	0.658924351	0.013	0.009	1	RIR	Zfp263
Des	0.005518115	0.157283139	0.038	0.03	1	RIR	Des
Nsd1	0.005519533	0.129494584	0.077	0.067	1	RIR	Nsd1
Pxylp1	0.005535182	0.487345858	0.011	0.007	1	RIR	Pxylp1
Senp2	0.005543309	0.156037644	0.051	0.043	1	RIR	Senp2
Rapgef4	0.005543626	-0.527715429	0.013	0.018	1	RIR	Rapgef4
Fam110a	0.00560755	0.359475453	0.019	0.014	1	RIR	Fam110a
Cog5	0.0056119	0.245185448	0.042	0.034	1	RIR	Cog5
Cx3cl1	0.005629323	-0.991759368	0.014	0.018	1	RIR	Cx3cl1
Serp1	0.005631448	0.119290206	0.093	0.082	1	RIR	Serp1
Cic	0.005664759	0.266040614	0.034	0.027	1	RIR	Cic
Pbx2	0.005667657	0.142037315	0.024	0.018	1	RIR	Pbx2
Gm17276	0.005686384	-0.657600933	0.012	0.016	1	RIR	Gm17276
Anks1	0.005755211	0.584380169	0.031	0.025	1	RIR	Anks1
Slc37a1	0.005760128	0.34733823	0.017	0.012	1	RIR	Slc37a1
Liph	0.005766696	0.278868875	0.041	0.034	1	RIR	Liph
Atxn1	0.005795547	0.294719443	0.063	0.054	1	RIR	Atxn1
Prss23	0.005810824	-0.33845106	0.103	0.113	1	RIR	Prss23
Epb41l1	0.005861831	0.102548816	0.083	0.073	1	RIR	Epb41l1
Eif1	0.005872064	-0.280619331	0.28	0.288	1	RIR	Eif1
Tlr4	0.005923457	0.322431157	0.023	0.018	1	RIR	Tlr4
Mpzl3	0.005925952	0.169430209	0.021	0.016	1	RIR	Mpzl3
Mfge8	0.00594447	-0.306080842	0.056	0.065	1	RIR	Mfge8
Wtip	0.005953146	-0.696107812	0.015	0.02	1	RIR	Wtip
Ncapg2	0.005959932	0.760917727	0.013	0.009	1	RIR	Ncapg2
Luzp1	0.005986883	0.402761296	0.04	0.032	1	RIR	Luzp1
Sec63	0.006008906	0.218222962	0.052	0.044	1	RIR	Sec63
Prpf40a	0.00601388	0.166958437	0.066	0.057	1	RIR	Prpf40a
Tax1bp3	0.006024944	0.191363179	0.046	0.038	1	RIR	Tax1bp3
Atp5g1	0.006053548	-0.515082881	0.048	0.056	1	RIR	Atp5g1
Sh3d19	0.006086903	0.132325311	0.119	0.106	1	RIR	Sh3d19
Pfdn5	0.006117086	-0.331022274	0.137	0.147	1	RIR	Pfdn5
Igf1r	0.006156478	0.175117277	0.107	0.095	1	RIR	Igf1r
Ppp3r1	0.006172875	0.240547561	0.074	0.064	1	RIR	Ppp3r1
Zfp992	0.006180516	0.496734601	0.011	0.007	1	RIR	Zfp992
Sh3tc1	0.006184866	0.20929035	0.011	0.007	1	RIR	Sh3tc1
Pdgfrb	0.006193035	0.449889564	0.027	0.021	1	RIR	Pdgfrb
Mkln1	0.006228281	0.318368955	0.069	0.06	1	RIR	Mkln1
Sipa1l2	0.006253658	0.175070042	0.028	0.022	1	RIR	Sipa1l2
Agtrap	0.006257977	0.441517998	0.018	0.013	1	RIR	Agtrap
Rab1b	0.006274653	0.335026571	0.056	0.047	1	RIR	Rab1b
Klf5	0.006278063	-0.257841023	0.084	0.094	1	RIR	Klf5
Haus8	0.006306198	0.680976196	0.011	0.007	1	RIR	Haus8
Rbbp6	0.006417363	0.195530633	0.047	0.039	1	RIR	Rbbp6
Yes1	0.006419433	0.239851465	0.021	0.016	1	RIR	Yes1
Zbtb16	0.006440402	-1.002000857	0.007	0.01	1	RIR	Zbtb16
Hbb-bs	0.006500428	-1.335639626	0.031	0.037	1	RIR	Hbb-bs
Rnf145	0.006517658	0.132626847	0.077	0.067	1	RIR	Rnf145
Tubb3	0.006539988	0.615808261	0.01	0.007	1	RIR	Tubb3
Frmd4a	0.006622876	-0.637480974	0.052	0.06	1	RIR	Frmd4a
Sfpq	0.006635618	0.147110345	0.148	0.134	1	RIR	Sfpq
Eps8l2	0.006653884	0.210492322	0.083	0.072	1	RIR	Eps8l2
Ikbkb	0.006676151	0.235000092	0.025	0.019	1	RIR	Ikbkb
Lbhd1	0.006721282	-0.44831731	0.046	0.054	1	RIR	Lbhd1
Kdm6b	0.006742886	0.696878844	0.024	0.018	1	RIR	Kdm6b
Gm4876	0.006743584	-0.771252833	0.007	0.011	1	RIR	Gm4876
Rarb	0.006839727	-0.801206225	0.012	0.016	1	RIR	Rarb
