	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Ikzf1	1.73E-06	2.929344648	0.021	0.004	0.042216108	RIR	Ikzf1
Evi2a	1.80E-06	4.211241988	0.017	0.002	0.043775411	RIR	Evi2a
Il13ra1	1.82E-06	1.798924775	0.026	0.006	0.044433851	RIR	Il13ra1
Irf1	1.84E-06	0.893502968	0.046	0.02	0.044983587	RIR	Irf1
Myo5b	1.88E-06	-1.256669004	0.023	0.046	0.04589314	RIR	Myo5b
Hsp90b1	1.90E-06	0.293662202	0.268	0.207	0.046214073	RIR	Hsp90b1
Sh3bp2	1.93E-06	3.903811769	0.018	0.002	0.046977125	RIR	Sh3bp2
N4bp1	1.94E-06	1.650703299	0.032	0.011	0.047334601	RIR	N4bp1
Fpr1	1.99E-06	5.302072007	0.015	0.001	0.048633479	RIR	Fpr1
Arid5b	2.00E-06	0.531208154	0.062	0.032	0.048743962	RIR	Arid5b
Spcs3	2.00E-06	1.728824087	0.034	0.012	0.048762895	RIR	Spcs3
Olfr1033	2.07E-06	3.044326168	0.019	0.003	0.050536941	RIR	Olfr1033
Dock10	2.14E-06	1.242547547	0.036	0.013	0.052207998	RIR	Dock10
Gsr	2.17E-06	0.431228871	0.04	0.016	0.052885792	RIR	Gsr
Aldh2	2.21E-06	-0.651779916	0.22	0.268	0.053990461	RIR	Aldh2
Rab1a	2.22E-06	0.765994378	0.111	0.071	0.054046155	RIR	Rab1a
Nmnat2	2.26E-06	-1.169884639	0.022	0.045	0.055035828	RIR	Nmnat2
Cgn	2.27E-06	-1.527143368	0.033	0.059	0.055266381	RIR	Cgn
Ank	2.30E-06	1.190190437	0.067	0.036	0.055999722	RIR	Ank
Cd300ld	2.41E-06	3.332492983	0.016	0.001	0.058853119	RIR	Cd300ld
Clstn1	2.42E-06	-0.878011833	0.094	0.133	0.058997911	RIR	Clstn1
Sh3bgrl	2.44E-06	0.588565713	0.09	0.053	0.059463296	RIR	Sh3bgrl
Ifit1	2.46E-06	1.991484749	0.034	0.012	0.059858318	RIR	Ifit1
Gpha2	2.46E-06	1.448048233	0.019	0.003	0.060042063	RIR	Gpha2
Lhfp	2.51E-06	0.325664009	0.053	0.025	0.061218412	RIR	Lhfp
Atp5j	2.53E-06	-0.879243175	0.16	0.205	0.061657346	RIR	Atp5j
Adam15	2.60E-06	0.545091094	0.076	0.042	0.063463263	RIR	Adam15
Ywhaz	2.60E-06	0.136127569	0.16	0.111	0.06351163	RIR	Ywhaz
Agps	2.72E-06	1.514912296	0.033	0.011	0.066392773	RIR	Agps
Esrrg	2.77E-06	-0.845587386	0.029	0.053	0.067625371	RIR	Esrrg
Neurl3	2.84E-06	4.706669834	0.015	0.001	0.069205328	RIR	Neurl3
Ikbke	2.84E-06	3.699228242	0.019	0.003	0.069286326	RIR	Ikbke
Capzb	2.97E-06	0.12711471	0.143	0.098	0.072434439	RIR	Capzb
Acp5	3.08E-06	2.635815518	0.021	0.004	0.074978687	RIR	Acp5
Casp8	3.14E-06	2.135300462	0.024	0.006	0.076448248	RIR	Casp8
Sp100	3.22E-06	2.381912379	0.024	0.006	0.078469688	RIR	Sp100
Ncl	3.34E-06	0.359139288	0.235	0.178	0.081391964	RIR	Ncl
Ssbp4	3.44E-06	0.502266658	0.056	0.028	0.083991108	RIR	Ssbp4
Ly6i	3.47E-06	8.306554132	0.013	0	0.08459364	RIR	Ly6i
Tnr	3.57E-06	-1.036994385	0.059	0.091	0.086950306	RIR	Tnr
Pdhx	3.62E-06	-1.430218854	0.023	0.045	0.088317346	RIR	Pdhx
Rap2b	3.62E-06	0.993908628	0.031	0.011	0.08835501	RIR	Rap2b
C5ar1	3.65E-06	1.869960052	0.02	0.004	0.088974738	RIR	C5ar1
Rtp4	3.73E-06	2.720204793	0.026	0.007	0.091023331	RIR	Rtp4
Eps8	3.77E-06	1.724540074	0.019	0.003	0.091963718	RIR	Eps8
Ppp1r1b	3.84E-06	-1.489295105	0.012	0.028	0.093596484	RIR	Ppp1r1b
Nudt4	3.89E-06	-0.739434256	0.185	0.228	0.094733746	RIR	Nudt4
Rsrp1	4.13E-06	0.366897181	0.2	0.147	0.100598982	RIR	Rsrp1
Clec2d	4.17E-06	0.678683941	0.035	0.013	0.101718068	RIR	Clec2d
Bpifb1	4.21E-06	9.071421191	0.012	0	0.102668243	RIR	Bpifb1
Pole4	4.30E-06	-1.304769003	0.046	0.075	0.104768614	RIR	Pole4
1-Mar	4.41E-06	1.655626638	0.04	0.016	0.107634325	RIR	1-Mar
Dtx3l	4.46E-06	2.451058599	0.024	0.006	0.108679742	RIR	Dtx3l
Gngt1	4.54E-06	-0.19371587	0.178	0.127	0.110627592	RIR	Gngt1
Kcnq4	4.68E-06	-1.407064532	0.024	0.045	0.114119245	RIR	Kcnq4
Sgpl1	4.73E-06	0.255647189	0.049	0.023	0.115228757	RIR	Sgpl1
Rpl10a	4.74E-06	0.478732659	0.118	0.078	0.115537581	RIR	Rpl10a
Abracl	4.78E-06	1.150120775	0.039	0.016	0.116561468	RIR	Abracl
Nap1l1	4.82E-06	0.473229197	0.145	0.1	0.117424733	RIR	Nap1l1
Rpl7a	5.09E-06	0.146086123	0.173	0.123	0.123996901	RIR	Rpl7a
Cxcl5	5.14E-06	3.192003216	0.015	0.001	0.125351893	RIR	Cxcl5
Acta2	5.28E-06	0.441405568	0.117	0.076	0.128695381	RIR	Acta2
Csf2rb2	5.34E-06	2.691806363	0.013	0.001	0.130149765	RIR	Csf2rb2
Adam9	5.41E-06	0.330827053	0.042	0.018	0.131881808	RIR	Adam9
Tuba1b	5.49E-06	-0.355829827	0.356	0.385	0.133932417	RIR	Tuba1b
Tmed9	5.62E-06	0.692432197	0.081	0.048	0.137014801	RIR	Tmed9
Epsti1	5.64E-06	3.947877335	0.016	0.002	0.137541914	RIR	Epsti1
Fnip2	5.76E-06	1.094365327	0.04	0.017	0.140380458	RIR	Fnip2
Bmp2k	5.82E-06	0.747181881	0.028	0.009	0.141844962	RIR	Bmp2k
Rps10	5.95E-06	0.153401388	0.392	0.318	0.145091303	RIR	Rps10
Cmtm6	6.04E-06	1.635332589	0.04	0.017	0.147201282	RIR	Cmtm6
Ehbp1l1	6.16E-06	0.723418021	0.028	0.009	0.150238465	RIR	Ehbp1l1
Cmtm7	6.41E-06	1.465105519	0.037	0.015	0.156296126	RIR	Cmtm7
Gm5150	6.42E-06	4.65602313	0.013	0.001	0.156494441	RIR	Gm5150
Rpl15	6.44E-06	0.438867377	0.174	0.124	0.157046205	RIR	Rpl15
Ifngr2	6.59E-06	1.127528483	0.036	0.014	0.160680079	RIR	Ifngr2
Otx2	6.68E-06	-0.780511551	0.038	0.064	0.162797373	RIR	Otx2
Arpc4	6.98E-06	0.924255771	0.056	0.028	0.170181093	RIR	Arpc4
Pdia6	7.03E-06	0.634820806	0.081	0.048	0.171397341	RIR	Pdia6
Pgk1	7.09E-06	0.572580141	0.138	0.096	0.172808861	RIR	Pgk1
Surf4	7.11E-06	0.582210756	0.11	0.072	0.173296503	RIR	Surf4
Cd63	7.15E-06	0.154651181	0.442	0.372	0.174425537	RIR	Cd63
Fbln1	7.17E-06	-0.437272126	0.169	0.214	0.174773674	RIR	Fbln1
Zcchc24	7.23E-06	1.641441838	0.04	0.017	0.176401766	RIR	Zcchc24
Pfn1	7.26E-06	0.710428338	0.085	0.051	0.177103697	RIR	Pfn1
Ly9	7.35E-06	4.923526729	0.014	0.001	0.179161889	RIR	Ly9
Colgalt2	7.44E-06	-0.915763833	0.015	0.033	0.181521743	RIR	Colgalt2
Il33	7.48E-06	-1.114139696	0.067	0.099	0.18249649	RIR	Il33
Set	7.97E-06	0.374128927	0.112	0.074	0.194364677	RIR	Set
Gbp7	8.10E-06	1.414748687	0.032	0.012	0.197528927	RIR	Gbp7
Bst1	8.32E-06	3.111335349	0.015	0.002	0.202779005	RIR	Bst1
Mtfp1	8.37E-06	-1.529296766	0.029	0.052	0.20409994	RIR	Mtfp1
Tmem173	8.44E-06	1.381569719	0.022	0.005	0.20572521	RIR	Tmem173
Ddi2	8.49E-06	0.683947144	0.048	0.023	0.207037039	RIR	Ddi2
Asprv1	8.61E-06	0.961459307	0.078	0.046	0.20998056	RIR	Asprv1
Nsa2	8.65E-06	0.352672857	0.084	0.051	0.210992348	RIR	Nsa2
Galnt10	8.69E-06	-0.792149825	0.077	0.112	0.211775822	RIR	Galnt10
Papss2	8.73E-06	-1.782164639	0.044	0.07	0.212798625	RIR	Papss2
Fcrls	8.87E-06	1.532002987	0.024	0.006	0.216297843	RIR	Fcrls
Baz1a	9.30E-06	1.313952555	0.02	0.004	0.226662629	RIR	Baz1a
Mt1	9.30E-06	-0.869550935	0.144	0.185	0.226663294	RIR	Mt1
Ssrp1	9.41E-06	0.322136639	0.056	0.029	0.2293573	RIR	Ssrp1
Ivns1abp	9.62E-06	0.864929573	0.072	0.041	0.234639139	RIR	Ivns1abp
Serbp1	9.87E-06	0.350251074	0.162	0.117	0.240638271	RIR	Serbp1
Wdr26	1.00E-05	0.489619677	0.079	0.046	0.24372064	RIR	Wdr26
Gldc	1.00E-05	-0.53182547	0.06	0.091	0.244360809	RIR	Gldc
M6pr	1.02E-05	0.437381249	0.067	0.038	0.249469898	RIR	M6pr
Serpinh1	1.03E-05	0.379177443	0.151	0.107	0.249931482	RIR	Serpinh1
Luzp2	1.03E-05	-1.227704395	0.022	0.043	0.250240989	RIR	Luzp2
Tcirg1	1.05E-05	1.236293219	0.024	0.006	0.256485304	RIR	Tcirg1
Hnrnpa2b1	1.06E-05	0.15946021	0.271	0.211	0.259648943	RIR	Hnrnpa2b1
Anxa3	1.08E-05	0.662757218	0.034	0.013	0.263053932	RIR	Anxa3
Ptpre	1.11E-05	1.672570779	0.024	0.007	0.270363918	RIR	Ptpre
Apbb1ip	1.12E-05	0.525500689	0.026	0.008	0.274274153	RIR	Apbb1ip
Lpcat2	1.13E-05	1.356423963	0.034	0.013	0.274389618	RIR	Lpcat2
Plec	1.17E-05	0.220951358	0.073	0.042	0.28498863	RIR	Plec
Cmip	1.18E-05	0.986061312	0.034	0.013	0.286957993	RIR	Cmip
Ssc5d	1.22E-05	1.984814545	0.025	0.008	0.298053224	RIR	Ssc5d
Cthrc1	1.22E-05	0.352701342	0.039	0.017	0.298133549	RIR	Cthrc1
Tap1	1.26E-05	1.232901608	0.03	0.011	0.308250337	RIR	Tap1
Olfml3	1.30E-05	0.466267267	0.032	0.012	0.31584097	RIR	Olfml3
Ier2	1.32E-05	2.176591296	0.027	0.009	0.32139075	RIR	Ier2
Kdm7a	1.32E-05	1.286363396	0.046	0.022	0.321832995	RIR	Kdm7a
Mndal	1.33E-05	2.154657392	0.019	0.004	0.323619443	RIR	Mndal
Milr1	1.34E-05	1.768199473	0.019	0.004	0.327170735	RIR	Milr1
Clec12a	1.35E-05	7.906352015	0.011	0	0.328992069	RIR	Clec12a
Mefv	1.35E-05	8.057554723	0.011	0	0.328992069	RIR	Mefv
Capza2	1.36E-05	0.17585519	0.09	0.056	0.332239548	RIR	Capza2
Limd2	1.36E-05	1.357961892	0.027	0.009	0.332684748	RIR	Limd2
Hk2	1.37E-05	0.554320972	0.031	0.012	0.333993355	RIR	Hk2
Eci1	1.39E-05	-1.448057336	0.029	0.051	0.339147366	RIR	Eci1
Ppp3ca	1.44E-05	0.276688432	0.114	0.076	0.350208222	RIR	Ppp3ca
Sppl2a	1.47E-05	0.762253074	0.05	0.025	0.359560469	RIR	Sppl2a
Cbfb	1.49E-05	1.258147633	0.034	0.013	0.363323304	RIR	Cbfb
Adam10	1.50E-05	0.313071839	0.088	0.055	0.366528659	RIR	Adam10
Irf2	1.53E-05	0.162780922	0.034	0.013	0.371852167	RIR	Irf2
Slc41a1	1.56E-05	-0.682697839	0.051	0.079	0.379577874	RIR	Slc41a1
Pax6os1	1.59E-05	-1.847139219	0.008	0.021	0.387624126	RIR	Pax6os1
Mest	1.60E-05	-1.338082099	0.048	0.075	0.389862866	RIR	Mest
Sash1	1.61E-05	0.823783685	0.057	0.03	0.392935823	RIR	Sash1
Cx3cr1	1.62E-05	1.053477093	0.036	0.015	0.39460851	RIR	Cx3cr1
H2-T23	1.63E-05	1.160636313	0.027	0.009	0.398084323	RIR	H2-T23
Rab31	1.64E-05	0.659451995	0.039	0.017	0.399313692	RIR	Rab31
B430306N03Rik	1.64E-05	8.176975382	0.011	0	0.399524448	RIR	B430306N03Rik
Slc16a6	1.65E-05	2.377243252	0.023	0.006	0.402662742	RIR	Slc16a6
Arhgap15	1.67E-05	1.49650545	0.028	0.01	0.406268263	RIR	Arhgap15
Zc3h13	1.68E-05	1.042621131	0.036	0.015	0.409354302	RIR	Zc3h13
Frmpd4	1.69E-05	-0.784435781	0.05	0.078	0.412755722	RIR	Frmpd4
Cd302	1.69E-05	1.352150812	0.033	0.013	0.413233411	RIR	Cd302
Arf5	1.73E-05	0.622239641	0.069	0.04	0.421157872	RIR	Arf5
Cox7c	1.74E-05	-0.690029063	0.232	0.273	0.425289798	RIR	Cox7c
Edem1	1.75E-05	2.582168515	0.032	0.012	0.426182216	RIR	Edem1
Ldhb	1.76E-05	-0.720935952	0.094	0.129	0.429268937	RIR	Ldhb
Man1a	1.77E-05	0.772542666	0.041	0.019	0.43061451	RIR	Man1a
Ccdc88b	1.77E-05	3.358821622	0.019	0.004	0.431290693	RIR	Ccdc88b
Pcbp1	1.78E-05	0.357048885	0.174	0.128	0.434132552	RIR	Pcbp1
Nmt1	1.79E-05	0.543528138	0.061	0.033	0.436996117	RIR	Nmt1
Gpnmb	1.80E-05	0.334584371	0.513	0.452	0.439147324	RIR	Gpnmb
Aldh1a1	1.83E-05	-1.540704359	0.07	0.101	0.44699299	RIR	Aldh1a1
Gbp3	1.87E-05	1.21694418	0.026	0.008	0.456065109	RIR	Gbp3
Zc3hav1	1.88E-05	0.458076894	0.03	0.011	0.457523281	RIR	Zc3hav1
Degs1	1.88E-05	-0.760053978	0.102	0.138	0.459296526	RIR	Degs1
Nme2	1.89E-05	0.235279676	0.144	0.101	0.460437193	RIR	Nme2
Sh3glb1	1.90E-05	0.593797749	0.068	0.039	0.463408429	RIR	Sh3glb1
Hivep2	1.93E-05	0.716553198	0.052	0.026	0.470209706	RIR	Hivep2
AA467197	1.93E-05	2.088465138	0.019	0.004	0.470360505	RIR	AA467197
Tmem246	1.95E-05	-1.927296842	0.022	0.042	0.475287162	RIR	Tmem246
Fli1	1.97E-05	0.588092759	0.033	0.013	0.479208942	RIR	Fli1
F7	1.99E-05	9.223968215	0.011	0	0.485476901	RIR	F7
Slc6a13	2.01E-05	-0.673260085	0.068	0.1	0.490307228	RIR	Slc6a13
Acat1	2.02E-05	-0.919474048	0.054	0.082	0.491754667	RIR	Acat1
Islr	2.09E-05	-1.562412624	0.068	0.097	0.509058897	RIR	Islr
Cmtm3	2.18E-05	0.312324539	0.03	0.011	0.530693001	RIR	Cmtm3
Peli1	2.18E-05	1.066732071	0.032	0.013	0.532035233	RIR	Peli1
Qk	2.19E-05	0.514403288	0.103	0.068	0.532861423	RIR	Qk
Vwa5a	2.19E-05	0.931378214	0.039	0.018	0.532974226	RIR	Vwa5a
Ctnnal1	2.19E-05	-1.385339285	0.046	0.073	0.534615929	RIR	Ctnnal1
Prph2	2.24E-05	1.045615662	0.091	0.058	0.546017283	RIR	Prph2
Cxxc5	2.26E-05	-1.025921824	0.04	0.065	0.550316558	RIR	Cxxc5
Tpm1	2.27E-05	0.220175631	0.167	0.121	0.553292907	RIR	Tpm1
Oxtr	2.27E-05	-3.393134563	0.004	0.013	0.554079598	RIR	Oxtr
Cct8	2.31E-05	0.339646623	0.1	0.065	0.564072671	RIR	Cct8
S100b	2.31E-05	-1.537585341	0.08	0.11	0.564094382	RIR	S100b
Wnk1	2.35E-05	0.714366341	0.096	0.062	0.573304627	RIR	Wnk1
Tifa	2.37E-05	2.146835461	0.021	0.005	0.577270322	RIR	Tifa
Atp8b4	2.38E-05	1.747355269	0.013	0.001	0.580382653	RIR	Atp8b4
Pim1	2.39E-05	2.148500544	0.026	0.009	0.582366413	RIR	Pim1
Myo9b	2.40E-05	0.309449214	0.045	0.022	0.58574371	RIR	Myo9b
Apobec3	2.42E-05	1.202229721	0.034	0.014	0.588985949	RIR	Apobec3
Ptpn7	2.42E-05	9.26863399	0.01	0	0.589687626	RIR	Ptpn7
Rab32	2.42E-05	1.694045381	0.033	0.013	0.590422671	RIR	Rab32
Slc24a3	2.43E-05	-1.03697875	0.053	0.082	0.59266598	RIR	Slc24a3
Sem1	2.45E-05	0.132180344	0.157	0.113	0.597390799	RIR	Sem1
Folh1	2.50E-05	-2.050229694	0.011	0.026	0.609653109	RIR	Folh1
Aldh1a7	2.53E-05	-2.625292594	0.003	0.011	0.616183594	RIR	Aldh1a7
Grk2	2.57E-05	1.331857677	0.031	0.012	0.62620968	RIR	Grk2
Tmed10	2.60E-05	0.442050451	0.109	0.073	0.634577562	RIR	Tmed10
Igfbp7	2.63E-05	-0.200788381	0.304	0.242	0.642310695	RIR	Igfbp7
Tmtc2	2.65E-05	0.271159163	0.12	0.082	0.645655637	RIR	Tmtc2
Phgdh	2.66E-05	-1.357304655	0.021	0.039	0.647350364	RIR	Phgdh
Gpr65	2.66E-05	2.274149458	0.014	0.002	0.649317451	RIR	Gpr65
Iigp1	2.74E-05	1.917961507	0.021	0.006	0.667617389	RIR	Iigp1
Bin2	2.77E-05	2.910849424	0.016	0.003	0.674749238	RIR	Bin2
Arhgap26	2.78E-05	0.57743705	0.037	0.016	0.677600855	RIR	Arhgap26
Cox6b2	2.78E-05	-1.308637629	0.022	0.041	0.677766142	RIR	Cox6b2
Sulf1	2.83E-05	0.991426533	0.049	0.025	0.689935628	RIR	Sulf1
Irgm2	2.86E-05	1.196241768	0.024	0.008	0.696717055	RIR	Irgm2
Lmna	2.88E-05	1.122758338	0.072	0.043	0.701447923	RIR	Lmna
Appl2	2.90E-05	-1.304637976	0.059	0.087	0.706371156	RIR	Appl2
Tns2	2.92E-05	-0.955144025	0.046	0.072	0.711574203	RIR	Tns2
Spidr	2.92E-05	0.677015051	0.076	0.046	0.712141442	RIR	Spidr
Tmem106a	2.93E-05	0.991650714	0.022	0.006	0.713463489	RIR	Tmem106a
Pira2	2.94E-05	7.847526871	0.01	0	0.716353442	RIR	Pira2
Tgfbr1	2.94E-05	0.278785761	0.045	0.022	0.716549574	RIR	Tgfbr1
Fmc1	3.01E-05	-1.382155611	0.043	0.067	0.734362489	RIR	Fmc1
Myof	3.03E-05	0.297799927	0.067	0.039	0.739145368	RIR	Myof
Arhgap9	3.04E-05	4.130306661	0.012	0.001	0.740998341	RIR	Arhgap9
Hnrnpf	3.12E-05	0.583199278	0.101	0.067	0.761201184	RIR	Hnrnpf
Usp3	3.13E-05	0.765093266	0.031	0.012	0.762426072	RIR	Usp3
Nfkb2	3.15E-05	1.26626865	0.019	0.005	0.767583839	RIR	Nfkb2
Cep170	3.18E-05	1.501997755	0.027	0.009	0.775266405	RIR	Cep170
Snap23	3.27E-05	0.340589763	0.032	0.013	0.796797586	RIR	Snap23
Nfam1	3.29E-05	3.203980899	0.016	0.003	0.803007124	RIR	Nfam1
Cryge	3.36E-05	-0.672419021	0.113	0.147	0.820122765	RIR	Cryge
Pde7b	3.43E-05	0.507582924	0.039	0.018	0.836934256	RIR	Pde7b
Taldo1	3.44E-05	0.475634159	0.173	0.129	0.837822538	RIR	Taldo1
Cd300c2	3.45E-05	4.36344125	0.013	0.001	0.842300579	RIR	Cd300c2
Slc20a2	3.46E-05	-0.874943441	0.09	0.123	0.842894201	RIR	Slc20a2
Gsdmd	3.47E-05	4.331586492	0.013	0.001	0.846997719	RIR	Gsdmd
Cd34	3.63E-05	0.430368269	0.04	0.019	0.885855849	RIR	Cd34
Zfc3h1	3.65E-05	0.647229444	0.031	0.012	0.890592359	RIR	Zfc3h1
Tcap	3.66E-05	0.943498016	0.057	0.032	0.891809798	RIR	Tcap
Cfh	3.66E-05	0.700471498	0.057	0.031	0.893457071	RIR	Cfh
Ifi44	3.68E-05	3.73978671	0.011	0.001	0.898242439	RIR	Ifi44
Tmem176a	3.73E-05	0.127122388	0.101	0.066	0.909283749	RIR	Tmem176a
Pik3r5	3.77E-05	3.58254648	0.014	0.002	0.918222829	RIR	Pik3r5
F10	3.78E-05	2.270868139	0.014	0.002	0.922392458	RIR	F10
Rpl8	3.80E-05	0.187651478	0.27	0.212	0.926243851	RIR	Rpl8
Kcnq5	3.82E-05	-1.560299724	0.041	0.066	0.930254181	RIR	Kcnq5
U2af1	3.83E-05	0.355083232	0.063	0.036	0.932759461	RIR	U2af1
Hspg2	3.84E-05	0.131760085	0.038	0.018	0.936867547	RIR	Hspg2
Leprot	3.87E-05	0.289122148	0.056	0.03	0.944228205	RIR	Leprot
Slc25a4	3.90E-05	-0.572123261	0.353	0.382	0.951537089	RIR	Slc25a4
Psma2	3.91E-05	0.62775707	0.086	0.055	0.953909391	RIR	Psma2
Mki67	3.93E-05	2.770076536	0.02	0.005	0.958776777	RIR	Mki67
Aqp5	3.94E-05	0.314327861	0.191	0.147	0.961809396	RIR	Aqp5
Ptprj	3.96E-05	0.952217402	0.055	0.03	0.96664226	RIR	Ptprj
Amigo1	4.01E-05	-2.648226876	0.003	0.012	0.976938715	RIR	Amigo1
Ssh2	4.03E-05	0.7806291	0.046	0.023	0.982424213	RIR	Ssh2
1600014C10Rik	4.09E-05	2.077492248	0.026	0.009	0.996993462	RIR	1600014C10Rik
Syt4	4.13E-05	0.533888472	0.089	0.057	1	RIR	Syt4
Pgam1	4.18E-05	0.586166512	0.128	0.091	1	RIR	Pgam1
Naip2	4.19E-05	4.125276023	0.012	0.001	1	RIR	Naip2
Hnrnpk	4.27E-05	0.201206055	0.228	0.176	1	RIR	Hnrnpk
Lypd6	4.29E-05	-0.678430334	0.02	0.038	1	RIR	Lypd6
Mcemp1	4.34E-05	7.887135126	0.01	0	1	RIR	Mcemp1
Slfn1	4.34E-05	7.73561955	0.01	0	1	RIR	Slfn1
S100a1	4.36E-05	-1.078701115	0.099	0.131	1	RIR	S100a1
Emp3	4.40E-05	-0.144229073	0.064	0.036	1	RIR	Emp3
Trib1	4.41E-05	0.75186218	0.07	0.042	1	RIR	Trib1
Riok3	4.49E-05	1.033857966	0.047	0.024	1	RIR	Riok3
Rlf	4.50E-05	2.111226202	0.024	0.008	1	RIR	Rlf
Il1r2	4.51E-05	4.053464068	0.013	0.002	1	RIR	Il1r2
Dnase2a	4.66E-05	0.859276813	0.032	0.013	1	RIR	Dnase2a
Itga6	4.67E-05	1.197814987	0.045	0.023	1	RIR	Itga6
Ralb	4.72E-05	1.751559371	0.036	0.016	1	RIR	Ralb
Gadd45b	4.78E-05	1.84551801	0.02	0.005	1	RIR	Gadd45b
Trim30a	4.96E-05	0.690280706	0.071	0.043	1	RIR	Trim30a
Ywhag	4.97E-05	0.676117837	0.069	0.041	1	RIR	Ywhag
Gcnt2	5.10E-05	1.846737096	0.024	0.008	1	RIR	Gcnt2
Pak2	5.15E-05	0.746497513	0.054	0.029	1	RIR	Pak2
Mecom	5.17E-05	-0.743452548	0.04	0.064	1	RIR	Mecom
Nwd1	5.22E-05	-1.507159045	0.007	0.019	1	RIR	Nwd1
Tlr13	5.27E-05	8.052571506	0.01	0	1	RIR	Tlr13
Pi16	5.29E-05	0.748285981	0.067	0.04	1	RIR	Pi16
Smc6	5.30E-05	1.347580616	0.043	0.022	1	RIR	Smc6
Clint1	5.31E-05	0.832467187	0.041	0.02	1	RIR	Clint1
Veph1	5.32E-05	-1.545264044	0.012	0.026	1	RIR	Veph1
Orm2	5.37E-05	5.21992016	0.011	0.001	1	RIR	Orm2
H2afz	5.39E-05	0.67905346	0.102	0.069	1	RIR	H2afz
Galnt6	5.44E-05	1.972384678	0.011	0.001	1	RIR	Galnt6
Tbc1d22a	5.45E-05	0.800393963	0.041	0.02	1	RIR	Tbc1d22a
Dck	5.64E-05	1.858302421	0.013	0.002	1	RIR	Dck
Ptpn12	5.66E-05	0.731802479	0.031	0.013	1	RIR	Ptpn12
Ndufb9	5.67E-05	-1.150423777	0.11	0.143	1	RIR	Ndufb9
Hnrnpa1	5.67E-05	0.561388873	0.142	0.103	1	RIR	Hnrnpa1
Mmp19	5.89E-05	2.481820452	0.014	0.002	1	RIR	Mmp19
Wfikkn2	6.07E-05	-1.793284433	0.004	0.013	1	RIR	Wfikkn2
Apobec1	6.08E-05	1.466308188	0.028	0.011	1	RIR	Apobec1
Plin2	6.09E-05	1.134216807	0.037	0.017	1	RIR	Plin2
Tbc1d5	6.16E-05	0.360127045	0.046	0.023	1	RIR	Tbc1d5
Birc5	6.22E-05	4.068648528	0.012	0.001	1	RIR	Birc5
P4ha1	6.35E-05	0.897685983	0.041	0.02	1	RIR	P4ha1
Ube2f	6.42E-05	1.036530833	0.03	0.012	1	RIR	Ube2f
Pip5k1b	6.53E-05	-0.757104914	0.07	0.099	1	RIR	Pip5k1b
Nadk	6.55E-05	0.645533639	0.047	0.024	1	RIR	Nadk
Calu	6.63E-05	0.289253689	0.117	0.082	1	RIR	Calu
AW112010	6.63E-05	3.647584326	0.013	0.002	1	RIR	AW112010
Pdpn	6.69E-05	0.210671487	0.185	0.141	1	RIR	Pdpn
2200002D01Rik	6.69E-05	0.422815717	0.077	0.048	1	RIR	2200002D01Rik
Rps6ka3	6.72E-05	0.691785061	0.046	0.024	1	RIR	Rps6ka3
Pdk2	6.74E-05	-1.285302795	0.031	0.052	1	RIR	Pdk2
Pik3cd	6.75E-05	1.033105123	0.024	0.008	1	RIR	Pik3cd
Skil	6.76E-05	0.584821154	0.046	0.024	1	RIR	Skil
Ncf4	6.80E-05	2.676149292	0.016	0.004	1	RIR	Ncf4
Fblim1	6.84E-05	2.375222775	0.019	0.005	1	RIR	Fblim1
Atp5d	6.92E-05	-0.858384986	0.066	0.094	1	RIR	Atp5d
Gadd45a	7.02E-05	0.300472641	0.026	0.009	1	RIR	Gadd45a
Ifi203	7.05E-05	2.318212166	0.014	0.002	1	RIR	Ifi203
Col5a3	7.05E-05	3.295175831	0.014	0.002	1	RIR	Col5a3
Pik3r1	7.07E-05	0.436888324	0.096	0.065	1	RIR	Pik3r1
Fam20c	7.15E-05	0.87075629	0.014	0.002	1	RIR	Fam20c
Prune2	7.17E-05	0.718117705	0.049	0.026	1	RIR	Prune2
Mmp2	7.21E-05	1.806547428	0.026	0.009	1	RIR	Mmp2
B4galt1	7.29E-05	0.933645188	0.041	0.021	1	RIR	B4galt1
Mef2a	7.33E-05	0.220611102	0.06	0.035	1	RIR	Mef2a
Ralgps1	7.34E-05	-2.141407198	0.017	0.033	1	RIR	Ralgps1
Gm26917	7.50E-05	0.414945568	0.183	0.141	1	RIR	Gm26917
Ap1s2	7.51E-05	1.648929107	0.035	0.016	1	RIR	Ap1s2
Id2	7.52E-05	-0.659132972	0.068	0.097	1	RIR	Id2
Sp110	7.54E-05	3.886436698	0.012	0.001	1	RIR	Sp110
Prcd	7.78E-05	-0.982533736	0.031	0.051	1	RIR	Prcd
Npvf	7.79E-05	-1.308596922	0.009	0.021	1	RIR	Npvf
Fermt3	7.80E-05	2.533115907	0.019	0.005	1	RIR	Fermt3
Entpd1	7.84E-05	1.117234359	0.03	0.012	1	RIR	Entpd1
Clic4	7.86E-05	-0.346262942	0.061	0.035	1	RIR	Clic4
Arhgdia	7.86E-05	0.593708076	0.076	0.048	1	RIR	Arhgdia
Selplg	7.87E-05	2.011005264	0.017	0.004	1	RIR	Selplg
Slc22a8	7.88E-05	-0.822196467	0.012	0.026	1	RIR	Slc22a8
Lmo4	7.90E-05	0.376202306	0.073	0.046	1	RIR	Lmo4
